INPUT_CFG;CLASS;TIME;INFO;TEST_RAN;TEST_FOUND;TEST_RAN_PER_MUT;NUMBER_Of_FILES;NUMBER_Of_LINES;NUMBER_Of_LINES_COVERED;NUMBER_Of_MUTATIONS;NUMBER_Of_MUTATIONS_DETECTED;KILLED;SURVIVED;NO_COVERAGE;TIMED_OUT;MEMORY_ERRORRUN_ERROR;RUN_ERROR;NON_VIABLE;NOT_STARTED;STARTED
4_21.ini;com.uj.atm.common.CreditCard;974;OK;38;cpFromLog;1,19;1;38;27;32;19;19;3;10;0;0;12;0;0;0
4_21.ini;com.uj.atm.common.DummySample;382;OK;38;cpFromLog;1,19;1;38;27;32;19;19;3;10;0;0;12;0;0;0
4_22.ini;com.uj.atm.common.Account;829;OK;8;cpFromLog;1,6;1;16;15;5;5;5;0;0;0;0;9;0;0;0
4_22.ini;com.uj.atm.common.Atm;919;OK;30;cpFromLog;1,36;1;30;21;22;14;14;3;5;0;0;9;0;0;0
4_22.ini;com.uj.atm.common.CreditCard;1108;OK;113;cpFromLog;3,53;1;38;36;32;28;28;3;1;0;0;9;0;0;0
4_22.ini;com.uj.atm.common.DummySample;384;OK;113;cpFromLog;3,53;1;38;36;32;28;28;3;1;0;0;9;0;0;0
4_23.ini;com.uj.atm.common.Account;774;OK;5;cpFromLog;1;1;16;15;5;4;4;1;0;0;0;3;0;0;0
4_23.ini;com.uj.atm.common.Atm;385;OK;0;cpFromLog;0;1;30;0;22;0;0;0;22;0;0;3;0;0;0
4_23.ini;com.uj.atm.common.CreditCard;385;OK;0;cpFromLog;0;1;38;0;32;0;0;0;32;0;0;3;0;0;0
4_23.ini;com.uj.atm.common.DummySample;353;OK;0;cpFromLog;0;1;38;0;32;0;0;0;32;0;0;3;0;0;0
4_24.ini;com.uj.atm.common.Account;841;OK;7;cpFromLog;1,4;1;16;15;5;5;5;0;0;0;0;26;0;0;0
4_24.ini;com.uj.atm.common.Atm;873;OK;10;cpFromLog;0,45;1;30;14;22;10;10;0;12;0;0;26;0;0;0
4_24.ini;com.uj.atm.common.CreditCard;1007;OK;49;cpFromLog;1,53;1;38;25;32;16;16;5;11;0;0;26;0;0;0
4_24.ini;com.uj.atm.common.DummySample;408;OK;49;cpFromLog;1,53;1;38;25;32;16;16;5;11;0;0;26;0;0;0
4_25.ini;com.uj.atm.common.Account;1508;OK;8;cpFromLog;1,6;1;16;15;5;5;5;0;0;0;0;69;0;0;0
4_25.ini;com.uj.atm.common.Atm;1618;OK;32;cpFromLog;1,45;1;30;13;22;8;8;1;13;0;0;69;0;0;0
4_25.ini;com.uj.atm.common.CreditCard;1895;OK;190;cpFromLog;5,94;1;38;29;32;23;23;1;8;0;0;69;0;0;0
4_25.ini;com.uj.atm.common.DummySample;1009;OK;190;cpFromLog;5,94;1;38;29;32;23;23;1;8;0;0;69;0;0;0
4_3.ini;com.uj.atm.common.Account;795;OK;8;cpFromLog;1,6;1;16;15;5;4;4;1;0;0;0;6;0;0;0
4_3.ini;com.uj.atm.common.Atm;751;OK;1;cpFromLog;0,05;1;30;3;22;1;1;0;21;0;0;6;0;0;0
4_3.ini;com.uj.atm.common.CreditCard;1042;OK;51;cpFromLog;1,59;1;38;38;32;32;32;0;0;0;0;6;0;0;0
4_3.ini;com.uj.atm.common.DummySample;366;OK;51;cpFromLog;1,59;1;38;38;32;32;32;0;0;0;0;6;0;0;0
4_5.ini;com.uj.atm.common.Account;399;OK;0;cpFromLog;0;1;16;0;5;0;0;0;5;0;0;27;0;0;0
4_5.ini;com.uj.atm.common.Atm;410;OK;0;cpFromLog;0;1;30;0;22;0;0;0;22;0;0;27;0;0;0
4_5.ini;com.uj.atm.common.CreditCard;405;OK;0;cpFromLog;0;1;38;0;32;0;0;0;32;0;0;27;0;0;0
4_5.ini;com.uj.atm.common.DummySample;374;OK;0;cpFromLog;0;1;38;0;32;0;0;0;32;0;0;27;0;0;0
4_6.ini;com.uj.atm.common.Account;821;OK;8;cpFromLog;1,6;1;16;15;5;4;4;1;0;0;0;14;0;0;0
4_6.ini;com.uj.atm.common.Atm;831;OK;6;cpFromLog;0,27;1;30;8;22;5;5;1;16;0;0;14;0;0;0
4_6.ini;com.uj.atm.common.CreditCard;1007;OK;43;cpFromLog;1,34;1;38;29;32;23;23;1;8;0;0;14;0;0;0
4_6.ini;com.uj.atm.common.DummySample;395;OK;43;cpFromLog;1,34;1;38;29;32;23;23;1;8;0;0;14;0;0;0
4_7.ini;com.uj.atm.common.Account;851;OK;10;cpFromLog;2;1;16;15;5;4;4;1;0;0;0;28;0;0;0
4_7.ini;com.uj.atm.common.Atm;975;OK;29;cpFromLog;1,32;1;30;24;22;18;18;3;1;0;0;28;0;0;0
4_7.ini;com.uj.atm.common.CreditCard;1120;OK;66;cpFromLog;2,06;1;38;38;32;31;31;1;0;0;0;28;0;0;0
4_7.ini;com.uj.atm.common.DummySample;417;OK;66;cpFromLog;2,06;1;38;38;32;31;31;1;0;0;0;28;0;0;0
4_8.ini;com.uj.atm.common.Account;796;OK;11;cpFromLog;2,2;1;16;15;5;2;2;3;0;0;0;10;0;0;0
4_8.ini;com.uj.atm.common.Atm;788;OK;4;cpFromLog;0,18;1;30;7;22;4;4;0;18;0;0;10;0;0;0
4_8.ini;com.uj.atm.common.CreditCard;838;OK;14;cpFromLog;0,44;1;38;14;32;7;7;3;22;0;0;10;0;0;0
4_8.ini;com.uj.atm.common.DummySample;374;OK;14;cpFromLog;0,44;1;38;14;32;7;7;3;22;0;0;10;0;0;0
4_9.ini;com.uj.atm.common.Account;808;OK;6;cpFromLog;1,2;1;16;15;5;4;4;1;0;0;0;5;0;0;0
4_9.ini;com.uj.atm.common.Atm;851;OK;13;cpFromLog;0,59;1;30;14;22;11;11;1;10;0;0;5;0;0;0
4_9.ini;com.uj.atm.common.CreditCard;1049;OK;51;cpFromLog;1,59;1;38;38;32;28;28;4;0;0;0;5;0;0;0
4_9.ini;com.uj.atm.common.DummySample;373;OK;51;cpFromLog;1,59;1;38;38;32;28;28;4;0;0;0;5;0;0;0
5.ini;com.uj.atm.common.Account;850;OK;21;cpFromLog;1,62;1;17;13;13;7;7;4;2;0;0;1;0;0;0
5.ini;com.uj.atm.common.Atm;1075;OK;42;cpFromLog;1,24;1;58;49;34;17;17;14;3;0;0;1;0;0;0
5.ini;com.uj.atm.common.CreditCard;948;OK;32;cpFromLog;1,1;1;48;33;29;12;12;8;9;0;0;1;0;0;0
5.ini;com.uj.atm.common.DummySample;372;OK;32;cpFromLog;1,1;1;48;33;29;12;12;8;9;0;0;1;0;0;0
5_1.ini;com.uj.atm.common.Account;842;OK;14;cpFromLog;1,08;1;17;10;13;6;6;5;2;0;0;12;0;0;0
5_1.ini;com.uj.atm.common.Atm;831;OK;8;cpFromLog;0,24;1;58;14;34;5;5;3;26;0;0;12;0;0;0
5_1.ini;com.uj.atm.common.CreditCard;787;OK;2;cpFromLog;0,07;1;48;6;29;0;0;2;27;0;0;12;0;0;0
5_1.ini;com.uj.atm.common.DummySample;380;OK;2;cpFromLog;0,07;1;48;6;29;0;0;2;27;0;0;12;0;0;0
5_10.ini;com.uj.atm.common.Account;853;OK;11;cpFromLog;0,85;1;17;6;13;3;3;2;8;0;0;47;0;0;0
5_10.ini;com.uj.atm.common.Atm;824;OK;1;cpFromLog;0,03;1;58;5;34;1;1;0;33;0;0;47;0;0;0
5_10.ini;com.uj.atm.common.CreditCard;451;OK;0;cpFromLog;0;1;48;2;29;0;0;0;29;0;0;47;0;0;0
5_10.ini;com.uj.atm.common.DummySample;418;OK;0;cpFromLog;0;1;48;2;29;0;0;0;29;0;0;47;0;0;0
5_11.ini;com.uj.atm.common.Account;852;OK;20;cpFromLog;1,54;1;17;12;13;8;8;4;1;0;0;27;0;0;0
5_11.ini;com.uj.atm.common.Atm;797;OK;1;cpFromLog;0,03;1;58;5;34;1;1;0;33;0;0;27;0;0;0
5_11.ini;com.uj.atm.common.CreditCard;428;OK;0;cpFromLog;0;1;48;2;29;0;0;0;29;0;0;27;0;0;0
5_11.ini;com.uj.atm.common.DummySample;385;OK;0;cpFromLog;0;1;48;2;29;0;0;0;29;0;0;27;0;0;0
5_12.ini;com.uj.atm.common.Account;846;OK;22;cpFromLog;1,69;1;17;12;13;8;8;4;1;0;0;27;0;0;0
5_12.ini;com.uj.atm.common.Atm;785;OK;1;cpFromLog;0,03;1;58;5;34;1;1;0;33;0;0;27;0;0;0
5_12.ini;com.uj.atm.common.CreditCard;421;OK;0;cpFromLog;0;1;48;2;29;0;0;0;29;0;0;27;0;0;0
5_12.ini;com.uj.atm.common.DummySample;390;OK;0;cpFromLog;0;1;48;2;29;0;0;0;29;0;0;27;0;0;0
5_13.ini;com.uj.atm.common.Account;848;OK;26;cpFromLog;2;1;17;12;13;6;6;6;1;0;0;23;0;0;0
5_13.ini;com.uj.atm.common.Atm;410;OK;0;cpFromLog;0;1;58;0;34;0;0;0;34;0;0;23;0;0;0
5_13.ini;com.uj.atm.common.CreditCard;414;OK;0;cpFromLog;0;1;48;0;29;0;0;0;29;0;0;23;0;0;0
5_13.ini;com.uj.atm.common.DummySample;380;OK;0;cpFromLog;0;1;48;0;29;0;0;0;29;0;0;23;0;0;0
5_14.ini;com.uj.atm.common.Account;851;OK;26;cpFromLog;2;1;17;12;13;6;6;6;1;0;0;23;0;0;0
5_14.ini;com.uj.atm.common.Atm;413;OK;0;cpFromLog;0;1;58;0;34;0;0;0;34;0;0;23;0;0;0
5_14.ini;com.uj.atm.common.CreditCard;411;OK;0;cpFromLog;0;1;48;0;29;0;0;0;29;0;0;23;0;0;0
5_14.ini;com.uj.atm.common.DummySample;379;OK;0;cpFromLog;0;1;48;0;29;0;0;0;29;0;0;23;0;0;0
5_15.ini;com.uj.atm.common.Account;825;OK;11;cpFromLog;0,85;1;17;10;13;6;6;5;2;0;0;27;0;0;0
5_15.ini;com.uj.atm.common.Atm;413;OK;0;cpFromLog;0;1;58;0;34;0;0;0;34;0;0;27;0;0;0
5_15.ini;com.uj.atm.common.CreditCard;425;OK;0;cpFromLog;0;1;48;0;29;0;0;0;29;0;0;27;0;0;0
5_15.ini;com.uj.atm.common.DummySample;380;OK;0;cpFromLog;0;1;48;0;29;0;0;0;29;0;0;27;0;0;0
5_16.ini;com.uj.atm.common.Account;854;OK;21;cpFromLog;1,62;1;17;10;13;7;7;4;2;0;0;27;0;0;0
5_16.ini;com.uj.atm.common.Atm;404;OK;0;cpFromLog;0;1;58;0;34;0;0;0;34;0;0;27;0;0;0
5_16.ini;com.uj.atm.common.CreditCard;929;OK;48;cpFromLog;1,66;1;48;22;29;6;6;8;15;0;0;27;0;0;0
5_16.ini;com.uj.atm.common.DummySample;401;OK;48;cpFromLog;1,66;1;48;22;29;6;6;8;15;0;0;27;0;0;0
5_17.ini;com.uj.atm.common.Account;875;OK;35;cpFromLog;2,69;1;17;14;13;7;7;6;0;0;0;14;0;0;0
5_17.ini;com.uj.atm.common.Atm;842;OK;8;cpFromLog;0,24;1;58;14;34;7;7;1;26;0;0;14;0;0;0
5_17.ini;com.uj.atm.common.CreditCard;919;OK;42;cpFromLog;1,45;1;48;22;29;8;8;6;15;0;0;14;0;0;0
5_17.ini;com.uj.atm.common.DummySample;388;OK;42;cpFromLog;1,45;1;48;22;29;8;8;6;15;0;0;14;0;0;0
5_18.ini;com.uj.atm.common.Account;972;OK;27;cpFromLog;2,08;1;17;14;13;8;8;5;0;0;0;20;0;0;0
5_18.ini;com.uj.atm.common.Atm;1037;OK;46;cpFromLog;1,35;1;58;41;34;14;14;8;12;0;0;20;0;0;0
5_18.ini;com.uj.atm.common.CreditCard;973;OK;56;cpFromLog;1,93;1;48;22;29;7;7;7;15;0;0;20;0;0;0
5_18.ini;com.uj.atm.common.DummySample;398;OK;56;cpFromLog;1,93;1;48;22;29;7;7;7;15;0;0;20;0;0;0
5_19.ini;com.uj.atm.common.Account;877;OK;19;cpFromLog;1,46;1;17;10;13;9;9;2;2;0;0;35;0;0;0
5_19.ini;com.uj.atm.common.Atm;898;OK;13;cpFromLog;0,38;1;58;26;34;5;5;7;22;0;0;35;0;0;0
5_19.ini;com.uj.atm.common.CreditCard;911;OK;16;cpFromLog;0,55;1;48;19;29;5;5;8;16;0;0;35;0;0;0
5_19.ini;com.uj.atm.common.DummySample;401;OK;16;cpFromLog;0,55;1;48;19;29;5;5;8;16;0;0;35;0;0;0
5_2.ini;com.uj.atm.common.Account;869;OK;17;cpFromLog;1,31;1;17;12;13;6;6;6;1;0;0;41;0;0;0
5_2.ini;com.uj.atm.common.Atm;802;OK;1;cpFromLog;0,03;1;58;5;34;0;0;1;33;0;0;41;0;0;0
5_2.ini;com.uj.atm.common.CreditCard;918;OK;25;cpFromLog;0,86;1;48;20;29;7;7;6;16;0;0;41;0;0;0
5_2.ini;com.uj.atm.common.DummySample;406;OK;25;cpFromLog;0,86;1;48;20;29;7;7;6;16;0;0;41;0;0;0
5_20.ini;com.uj.atm.common.Account;896;OK;23;cpFromLog;1,77;1;17;14;13;9;9;4;0;0;0;41;0;0;0
5_20.ini;com.uj.atm.common.Atm;828;OK;5;cpFromLog;0,15;1;58;10;34;2;2;1;31;0;0;41;0;0;0
5_20.ini;com.uj.atm.common.CreditCard;875;OK;12;cpFromLog;0,41;1;48;11;29;2;2;6;21;0;0;41;0;0;0
5_20.ini;com.uj.atm.common.DummySample;410;OK;12;cpFromLog;0,41;1;48;11;29;2;2;6;21;0;0;41;0;0;0
5_21.ini;com.uj.atm.common.Account;879;OK;41;cpFromLog;3,15;1;17;12;13;9;9;3;1;0;0;18;0;0;0
5_21.ini;com.uj.atm.common.Atm;927;OK;19;cpFromLog;0,56;1;58;35;34;12;12;7;15;0;0;18;0;0;0
5_21.ini;com.uj.atm.common.CreditCard;891;OK;26;cpFromLog;0,9;1;48;18;29;6;6;6;17;0;0;18;0;0;0
5_21.ini;com.uj.atm.common.DummySample;394;OK;26;cpFromLog;0,9;1;48;18;29;6;6;6;17;0;0;18;0;0;0
5_22.ini;com.uj.atm.common.Account;885;OK;19;cpFromLog;1,46;1;17;12;13;8;8;4;1;0;0;36;0;0;0
5_22.ini;com.uj.atm.common.Atm;428;OK;0;cpFromLog;0;1;58;0;34;0;0;0;34;0;0;36;0;0;0
5_22.ini;com.uj.atm.common.CreditCard;847;OK;8;cpFromLog;0,28;1;48;11;29;2;2;6;21;0;0;36;0;0;0
5_22.ini;com.uj.atm.common.DummySample;399;OK;8;cpFromLog;0,28;1;48;11;29;2;2;6;21;0;0;36;0;0;0
5_23.ini;com.uj.atm.common.Account;810;OK;11;cpFromLog;0,85;1;17;10;13;8;8;3;2;0;0;3;0;0;0
5_23.ini;com.uj.atm.common.Atm;389;OK;0;cpFromLog;0;1;58;0;34;0;0;0;34;0;0;3;0;0;0
5_23.ini;com.uj.atm.common.CreditCard;385;OK;0;cpFromLog;0;1;48;0;29;0;0;0;29;0;0;3;0;0;0
5_23.ini;com.uj.atm.common.DummySample;350;OK;0;cpFromLog;0;1;48;0;29;0;0;0;29;0;0;3;0;0;0
5_24.ini;com.uj.atm.common.Account;929;OK;58;cpFromLog;4,46;1;17;14;13;9;9;4;0;0;0;25;0;0;0
5_24.ini;com.uj.atm.common.Atm;999;OK;26;cpFromLog;0,76;1;58;38;34;13;13;8;13;0;0;25;0;0;0
5_24.ini;com.uj.atm.common.CreditCard;941;OK;53;cpFromLog;1,83;1;48;20;29;6;6;7;16;0;0;25;0;0;0
5_24.ini;com.uj.atm.common.DummySample;398;OK;53;cpFromLog;1,83;1;48;20;29;6;6;7;16;0;0;25;0;0;0
5_25.ini;com.uj.atm.common.Account;1493;OK;24;cpFromLog;1,85;1;17;12;13;5;5;7;1;0;0;264;0;0;0
5_25.ini;com.uj.atm.common.Atm;1705;OK;44;cpFromLog;1,29;1;58;29;34;9;9;8;17;0;0;264;0;0;0
5_25.ini;com.uj.atm.common.CreditCard;1462;OK;10;cpFromLog;0,34;1;48;6;29;0;0;2;27;0;0;264;0;0;0
5_25.ini;com.uj.atm.common.DummySample;993;OK;10;cpFromLog;0,34;1;48;6;29;0;0;2;27;0;0;264;0;0;0
5_3.ini;com.uj.atm.common.Account;830;OK;13;cpFromLog;1;1;17;12;13;9;9;3;1;0;0;13;0;0;0
5_3.ini;com.uj.atm.common.Atm;760;OK;1;cpFromLog;0,03;1;58;5;34;1;1;0;33;0;0;13;0;0;0
5_3.ini;com.uj.atm.common.CreditCard;418;OK;0;cpFromLog;0;1;48;2;29;0;0;0;29;0;0;13;0;0;0
5_3.ini;com.uj.atm.common.DummySample;367;OK;0;cpFromLog;0;1;48;2;29;0;0;0;29;0;0;13;0;0;0
5_4.ini;com.uj.atm.common.Account;880;OK;29;cpFromLog;2,23;1;17;10;13;7;7;4;2;0;0;51;0;0;0
5_4.ini;com.uj.atm.common.Atm;447;OK;0;cpFromLog;0;1;58;0;34;0;0;0;34;0;0;51;0;0;0
5_4.ini;com.uj.atm.common.CreditCard;446;OK;0;cpFromLog;0;1;48;0;29;0;0;0;29;0;0;51;0;0;0
5_4.ini;com.uj.atm.common.DummySample;407;OK;0;cpFromLog;0;1;48;0;29;0;0;0;29;0;0;51;0;0;0
5_6.ini;com.uj.atm.common.Account;881;OK;16;cpFromLog;1,23;1;17;12;13;8;8;4;1;0;0;20;0;0;0
5_6.ini;com.uj.atm.common.Atm;944;OK;26;cpFromLog;0,76;1;58;27;34;9;9;7;18;0;0;20;0;0;0
5_6.ini;com.uj.atm.common.CreditCard;809;OK;8;cpFromLog;0,28;1;48;6;29;0;0;2;27;0;0;20;0;0;0
5_6.ini;com.uj.atm.common.DummySample;396;OK;8;cpFromLog;0,28;1;48;6;29;0;0;2;27;0;0;20;0;0;0
5_7.ini;com.uj.atm.common.Account;898;OK;21;cpFromLog;1,62;1;17;12;13;8;8;4;1;0;0;49;0;0;0
5_7.ini;com.uj.atm.common.Atm;834;OK;5;cpFromLog;0,15;1;58;9;34;1;1;2;31;0;0;49;0;0;0
5_7.ini;com.uj.atm.common.CreditCard;870;OK;8;cpFromLog;0,28;1;48;11;29;3;3;5;21;0;0;49;0;0;0
5_7.ini;com.uj.atm.common.DummySample;401;OK;8;cpFromLog;0,28;1;48;11;29;3;3;5;21;0;0;49;0;0;0
5_8.ini;com.uj.atm.common.Account;866;OK;40;cpFromLog;3,08;1;17;12;13;6;6;6;1;0;0;4;0;0;0
5_8.ini;com.uj.atm.common.Atm;851;OK;13;cpFromLog;0,38;1;58;23;34;6;6;5;23;0;0;4;0;0;0
5_8.ini;com.uj.atm.common.CreditCard;890;OK;40;cpFromLog;1,38;1;48;20;29;5;5;8;16;0;0;4;0;0;0
5_8.ini;com.uj.atm.common.DummySample;367;OK;40;cpFromLog;1,38;1;48;20;29;5;5;8;16;0;0;4;0;0;0
5_9.ini;com.uj.atm.common.Account;849;OK;20;cpFromLog;1,54;1;17;12;13;8;8;4;1;0;0;20;0;0;0
5_9.ini;com.uj.atm.common.Atm;775;OK;1;cpFromLog;0,03;1;58;5;34;1;1;0;33;0;0;20;0;0;0
5_9.ini;com.uj.atm.common.CreditCard;410;OK;0;cpFromLog;0;1;48;2;29;0;0;0;29;0;0;20;0;0;0
5_9.ini;com.uj.atm.common.DummySample;375;OK;0;cpFromLog;0;1;48;2;29;0;0;0;29;0;0;20;0;0;0
6.ini;com.uj.atm.common.Account;861;OK;27;cpFromLog;3;1;10;10;9;7;7;2;0;0;0;1;0;0;0
6.ini;com.uj.atm.common.Atm;978;OK;33;cpFromLog;1,5;1;13;13;22;21;21;1;0;0;0;1;0;0;0
6.ini;com.uj.atm.common.CreditCard;1105;OK;63;cpFromLog;1,97;1;32;31;32;29;29;3;0;0;0;1;0;0;0
6.ini;com.uj.atm.common.DummySample;394;OK;63;cpFromLog;1,97;1;32;31;32;29;29;3;0;0;0;1;0;0;0
6_1.ini;com.uj.atm.common.Account;826;OK;15;cpFromLog;1,67;1;10;9;9;7;7;2;0;0;0;8;0;0;0
6_1.ini;com.uj.atm.common.Atm;891;OK;16;cpFromLog;0,73;1;13;11;22;15;15;1;6;0;0;8;0;0;0
6_1.ini;com.uj.atm.common.CreditCard;1022;OK;37;cpFromLog;1,16;1;32;31;32;29;29;3;0;0;0;8;0;0;0
6_1.ini;com.uj.atm.common.DummySample;376;OK;37;cpFromLog;1,16;1;32;31;32;29;29;3;0;0;0;8;0;0;0
6_10.ini;com.uj.atm.common.Account;842;OK;11;cpFromLog;1,22;1;10;6;9;3;3;2;4;0;0;46;0;0;0
6_10.ini;com.uj.atm.common.Atm;846;OK;5;cpFromLog;0,23;1;13;4;22;5;5;0;17;0;0;46;0;0;0
6_10.ini;com.uj.atm.common.CreditCard;847;OK;6;cpFromLog;0,19;1;32;6;32;6;6;0;26;0;0;46;0;0;0
6_10.ini;com.uj.atm.common.DummySample;419;OK;6;cpFromLog;0,19;1;32;6;32;6;6;0;26;0;0;46;0;0;0
6_11.ini;com.uj.atm.common.Account;831;OK;19;cpFromLog;2,11;1;10;10;9;7;7;2;0;0;0;8;0;0;0
6_11.ini;com.uj.atm.common.Atm;951;OK;28;cpFromLog;1,27;1;13;13;22;21;21;1;0;0;0;8;0;0;0
6_11.ini;com.uj.atm.common.CreditCard;1075;OK;66;cpFromLog;2,06;1;32;31;32;27;27;5;0;0;0;8;0;0;0
6_11.ini;com.uj.atm.common.DummySample;384;OK;66;cpFromLog;2,06;1;32;31;32;27;27;5;0;0;0;8;0;0;0
6_12.ini;com.uj.atm.common.Account;839;OK;19;cpFromLog;2,11;1;10;10;9;7;7;2;0;0;0;8;0;0;0
6_12.ini;com.uj.atm.common.Atm;957;OK;25;cpFromLog;1,14;1;13;13;22;21;21;1;0;0;0;8;0;0;0
6_12.ini;com.uj.atm.common.CreditCard;1072;OK;60;cpFromLog;1,88;1;32;31;32;27;27;5;0;0;0;8;0;0;0
6_12.ini;com.uj.atm.common.DummySample;379;OK;60;cpFromLog;1,88;1;32;31;32;27;27;5;0;0;0;8;0;0;0
6_13.ini;com.uj.atm.common.Account;833;OK;38;cpFromLog;4,22;1;10;10;9;6;6;3;0;0;0;7;0;0;0
6_13.ini;com.uj.atm.common.Atm;952;OK;51;cpFromLog;2,32;1;13;13;22;11;11;11;0;0;0;7;0;0;0
6_13.ini;com.uj.atm.common.CreditCard;1096;OK;124;cpFromLog;3,88;1;32;31;32;25;25;7;0;0;0;7;0;0;0
6_13.ini;com.uj.atm.common.DummySample;381;OK;124;cpFromLog;3,88;1;32;31;32;25;25;7;0;0;0;7;0;0;0
6_14.ini;com.uj.atm.common.Account;835;OK;37;cpFromLog;4,11;1;10;10;9;6;6;3;0;0;0;7;0;0;0
6_14.ini;com.uj.atm.common.Atm;958;OK;51;cpFromLog;2,32;1;13;13;22;11;11;11;0;0;0;7;0;0;0
6_14.ini;com.uj.atm.common.CreditCard;1086;OK;108;cpFromLog;3,38;1;32;31;32;25;25;7;0;0;0;7;0;0;0
6_14.ini;com.uj.atm.common.DummySample;379;OK;108;cpFromLog;3,38;1;32;31;32;25;25;7;0;0;0;7;0;0;0
6_15.ini;com.uj.atm.common.Account;862;OK;40;cpFromLog;4,44;1;10;9;9;6;6;3;0;0;0;7;0;0;0
6_15.ini;com.uj.atm.common.Atm;926;OK;29;cpFromLog;1,32;1;13;12;22;18;18;1;3;0;0;7;0;0;0
6_15.ini;com.uj.atm.common.CreditCard;1065;OK;48;cpFromLog;1,5;1;32;31;32;27;27;5;0;0;0;7;0;0;0
6_15.ini;com.uj.atm.common.DummySample;379;OK;48;cpFromLog;1,5;1;32;31;32;27;27;5;0;0;0;7;0;0;0
6_16.ini;com.uj.atm.common.Account;874;OK;38;cpFromLog;4,22;1;10;9;9;7;7;2;0;0;0;7;0;0;0
6_16.ini;com.uj.atm.common.Atm;958;OK;33;cpFromLog;1,5;1;13;13;22;21;21;1;0;0;0;7;0;0;0
6_16.ini;com.uj.atm.common.CreditCard;1099;OK;82;cpFromLog;2,56;1;32;31;32;28;28;4;0;0;0;7;0;0;0
6_16.ini;com.uj.atm.common.DummySample;395;OK;82;cpFromLog;2,56;1;32;31;32;28;28;4;0;0;0;7;0;0;0
6_17.ini;com.uj.atm.common.Account;842;OK;30;cpFromLog;3,33;1;10;10;9;7;7;2;0;0;0;9;0;0;0
6_17.ini;com.uj.atm.common.Atm;853;OK;13;cpFromLog;0,59;1;13;10;22;13;13;0;9;0;0;9;0;0;0
6_17.ini;com.uj.atm.common.CreditCard;1042;OK;50;cpFromLog;1,56;1;32;29;32;17;17;13;2;0;0;9;0;0;0
6_17.ini;com.uj.atm.common.DummySample;374;OK;50;cpFromLog;1,56;1;32;29;32;17;17;13;2;0;0;9;0;0;0
6_18.ini;com.uj.atm.common.Account;866;OK;32;cpFromLog;3,56;1;10;9;9;7;7;2;0;0;0;8;0;0;0
6_18.ini;com.uj.atm.common.Atm;979;OK;42;cpFromLog;1,91;1;13;13;22;21;21;1;0;0;0;8;0;0;0
6_18.ini;com.uj.atm.common.CreditCard;1138;OK;115;cpFromLog;3,59;1;32;31;32;27;27;5;0;0;0;8;0;0;0
6_18.ini;com.uj.atm.common.DummySample;392;OK;115;cpFromLog;3,59;1;32;31;32;27;27;5;0;0;0;8;0;0;0
6_19.ini;com.uj.atm.common.Account;871;OK;29;cpFromLog;3,22;1;10;10;9;7;7;2;0;0;0;12;0;0;0
6_19.ini;com.uj.atm.common.Atm;960;OK;36;cpFromLog;1,64;1;13;12;22;14;14;5;3;0;0;12;0;0;0
6_19.ini;com.uj.atm.common.CreditCard;1145;OK;92;cpFromLog;2,88;1;32;32;32;29;29;3;0;0;0;12;0;0;0
6_19.ini;com.uj.atm.common.DummySample;405;OK;92;cpFromLog;2,88;1;32;32;32;29;29;3;0;0;0;12;0;0;0
6_2.ini;com.uj.atm.common.Account;871;OK;21;cpFromLog;2,33;1;10;9;9;7;7;2;0;0;0;30;0;0;0
6_2.ini;com.uj.atm.common.Atm;839;OK;2;cpFromLog;0,09;1;13;3;22;0;0;2;20;0;0;30;0;0;0
6_2.ini;com.uj.atm.common.CreditCard;1063;OK;56;cpFromLog;1,75;1;32;27;32;17;17;10;5;0;0;30;0;0;0
6_2.ini;com.uj.atm.common.DummySample;405;OK;56;cpFromLog;1,75;1;32;27;32;17;17;10;5;0;0;30;0;0;0
6_20.ini;com.uj.atm.common.Account;869;OK;20;cpFromLog;2,22;1;10;10;9;7;7;2;0;0;0;12;0;0;0
6_20.ini;com.uj.atm.common.Atm;990;OK;51;cpFromLog;2,32;1;13;12;22;18;18;1;3;0;0;12;0;0;0
6_20.ini;com.uj.atm.common.CreditCard;1143;OK;58;cpFromLog;1,81;1;32;31;32;29;29;3;0;0;0;12;0;0;0
6_20.ini;com.uj.atm.common.DummySample;404;OK;58;cpFromLog;1,81;1;32;31;32;29;29;3;0;0;0;12;0;0;0
6_21.ini;com.uj.atm.common.Account;842;OK;29;cpFromLog;3,22;1;10;10;9;7;7;2;0;0;0;6;0;0;0
6_21.ini;com.uj.atm.common.Atm;941;OK;23;cpFromLog;1,05;1;13;13;22;20;20;2;0;0;0;6;0;0;0
6_21.ini;com.uj.atm.common.CreditCard;1112;OK;63;cpFromLog;1,97;1;32;31;32;29;29;3;0;0;0;6;0;0;0
6_21.ini;com.uj.atm.common.DummySample;416;OK;63;cpFromLog;1,97;1;32;31;32;29;29;3;0;0;0;6;0;0;0
6_22.ini;com.uj.atm.common.Account;856;OK;18;cpFromLog;2;1;10;10;9;7;7;2;0;0;0;8;0;0;0
6_22.ini;com.uj.atm.common.Atm;980;OK;59;cpFromLog;2,68;1;13;13;22;17;17;5;0;0;0;8;0;0;0
6_22.ini;com.uj.atm.common.CreditCard;1163;OK;102;cpFromLog;3,19;1;32;29;32;23;23;9;0;0;0;8;0;0;0
