INPUT_CFG;CLASS;TIME;INFO;TEST_RAN;TEST_FOUND;TEST_RAN_PER_MUT;NUMBER_Of_FILES;NUMBER_Of_LINES;NUMBER_Of_LINES_COVERED;NUMBER_Of_MUTATIONS;NUMBER_Of_MUTATIONS_DETECTED;KILLED;SURVIVED;NO_COVERAGE;TIMED_OUT;MEMORY_ERRORRUN_ERROR;RUN_ERROR;NON_VIABLE;NOT_STARTED;STARTED
16.ini;com.uj.atm.common.CreditCard;1039;OK;40;cpFromLog;1,48;1;26;26;27;26;26;1;0;0;0;0;0;0;0
16.ini;com.uj.atm.common.DummySample;401;OK;40;cpFromLog;1,48;1;26;26;27;26;26;1;0;0;0;0;0;0;0
16_1.ini;com.uj.atm.common.Account;811;OK;7;cpFromLog;1;1;6;6;7;4;4;3;0;0;0;9;0;0;0
16_1.ini;com.uj.atm.common.Atm;785;OK;3;cpFromLog;0,21;1;15;5;14;3;3;0;11;0;0;9;0;0;0
16_1.ini;com.uj.atm.common.CreditCard;896;OK;16;cpFromLog;0,59;1;26;13;27;16;16;0;11;0;0;9;0;0;0
16_1.ini;com.uj.atm.common.DummySample;382;OK;16;cpFromLog;0,59;1;26;13;27;16;16;0;11;0;0;9;0;0;0
16_10.ini;com.uj.atm.common.Account;850;OK;10;cpFromLog;1,43;1;6;5;7;2;2;1;4;0;0;27;0;0;0
16_10.ini;com.uj.atm.common.Atm;852;OK;5;cpFromLog;0,36;1;15;6;14;4;4;0;10;0;0;27;0;0;0
16_10.ini;com.uj.atm.common.CreditCard;1119;OK;126;cpFromLog;4,67;1;26;22;27;17;17;8;2;0;0;27;0;0;0
16_10.ini;com.uj.atm.common.DummySample;435;OK;126;cpFromLog;4,67;1;26;22;27;17;17;8;2;0;0;27;0;0;0
16_11.ini;com.uj.atm.common.Account;830;OK;13;cpFromLog;1,86;1;6;6;7;6;6;1;0;0;0;4;0;0;0
16_11.ini;com.uj.atm.common.Atm;875;OK;13;cpFromLog;0,93;1;15;13;14;12;12;0;2;0;0;4;0;0;0
16_11.ini;com.uj.atm.common.CreditCard;1040;OK;76;cpFromLog;2,81;1;26;25;27;24;24;2;1;0;0;4;0;0;0
16_11.ini;com.uj.atm.common.DummySample;388;OK;76;cpFromLog;2,81;1;26;25;27;24;24;2;1;0;0;4;0;0;0
16_12.ini;com.uj.atm.common.Account;838;OK;18;cpFromLog;2,57;1;6;6;7;6;6;1;0;0;0;4;0;0;0
16_12.ini;com.uj.atm.common.Atm;861;OK;15;cpFromLog;1,07;1;15;13;14;12;12;0;2;0;0;4;0;0;0
16_12.ini;com.uj.atm.common.CreditCard;1036;OK;69;cpFromLog;2,56;1;26;25;27;24;24;2;1;0;0;4;0;0;0
16_12.ini;com.uj.atm.common.DummySample;390;OK;69;cpFromLog;2,56;1;26;25;27;24;24;2;1;0;0;4;0;0;0
16_13.ini;com.uj.atm.common.Account;830;OK;27;cpFromLog;3,86;1;6;6;7;4;4;3;0;0;0;3;0;0;0
16_13.ini;com.uj.atm.common.Atm;863;OK;23;cpFromLog;1,64;1;15;13;14;8;8;4;2;0;0;3;0;0;0
16_13.ini;com.uj.atm.common.CreditCard;1028;OK;83;cpFromLog;3,07;1;26;25;27;23;23;3;1;0;0;3;0;0;0
16_13.ini;com.uj.atm.common.DummySample;380;OK;83;cpFromLog;3,07;1;26;25;27;23;23;3;1;0;0;3;0;0;0
16_14.ini;com.uj.atm.common.Account;823;OK;28;cpFromLog;4;1;6;6;7;4;4;3;0;0;0;3;0;0;0
16_14.ini;com.uj.atm.common.Atm;860;OK;23;cpFromLog;1,64;1;15;13;14;8;8;4;2;0;0;3;0;0;0
16_14.ini;com.uj.atm.common.CreditCard;1032;OK;82;cpFromLog;3,04;1;26;25;27;23;23;3;1;0;0;3;0;0;0
16_14.ini;com.uj.atm.common.DummySample;385;OK;82;cpFromLog;3,04;1;26;25;27;23;23;3;1;0;0;3;0;0;0
16_15.ini;com.uj.atm.common.Account;833;OK;24;cpFromLog;3,43;1;6;6;7;4;4;3;0;0;0;7;0;0;0
16_15.ini;com.uj.atm.common.Atm;854;OK;10;cpFromLog;0,71;1;15;11;14;10;10;0;4;0;0;7;0;0;0
16_15.ini;com.uj.atm.common.CreditCard;1019;OK;43;cpFromLog;1,59;1;26;25;27;23;23;3;1;0;0;7;0;0;0
16_15.ini;com.uj.atm.common.DummySample;390;OK;43;cpFromLog;1,59;1;26;25;27;23;23;3;1;0;0;7;0;0;0
16_17.ini;com.uj.atm.common.Account;825;OK;18;cpFromLog;2,57;1;6;6;7;4;4;3;0;0;0;11;0;0;0
16_17.ini;com.uj.atm.common.Atm;785;OK;3;cpFromLog;0,21;1;15;5;14;3;3;0;11;0;0;11;0;0;0
16_17.ini;com.uj.atm.common.CreditCard;982;OK;34;cpFromLog;1,26;1;26;23;27;20;20;5;2;0;0;11;0;0;0
16_17.ini;com.uj.atm.common.DummySample;387;OK;34;cpFromLog;1,26;1;26;23;27;20;20;5;2;0;0;11;0;0;0
16_18.ini;com.uj.atm.common.Account;854;OK;15;cpFromLog;2,14;1;6;6;7;6;6;1;0;0;0;11;0;0;0
16_18.ini;com.uj.atm.common.Atm;909;OK;21;cpFromLog;1,5;1;15;15;14;14;14;0;0;0;0;11;0;0;0
16_18.ini;com.uj.atm.common.CreditCard;1062;OK;64;cpFromLog;2,37;1;26;26;27;25;25;2;0;0;0;11;0;0;0
16_18.ini;com.uj.atm.common.DummySample;407;OK;64;cpFromLog;2,37;1;26;26;27;25;25;2;0;0;0;11;0;0;0
16_19.ini;com.uj.atm.common.Account;850;OK;15;cpFromLog;2,14;1;6;6;7;6;6;1;0;0;0;11;0;0;0
16_19.ini;com.uj.atm.common.Atm;879;OK;20;cpFromLog;1,43;1;15;11;14;7;7;4;3;0;0;11;0;0;0
16_19.ini;com.uj.atm.common.CreditCard;1035;OK;43;cpFromLog;1,59;1;26;25;27;26;26;0;1;0;0;11;0;0;0
16_19.ini;com.uj.atm.common.DummySample;408;OK;43;cpFromLog;1,59;1;26;25;27;26;26;0;1;0;0;11;0;0;0
16_2.ini;com.uj.atm.common.Account;26959;OK;38;cpFromLog;5,43;1;6;6;7;4;4;3;0;0;0;11;0;0;0
16_2.ini;com.uj.atm.common.Atm;22954;OK;13;cpFromLog;0,93;1;15;12;14;10;10;1;3;0;0;11;0;0;0
16_2.ini;com.uj.atm.common.CreditCard;24092;OK;36;cpFromLog;1,33;1;26;25;27;21;21;5;1;0;0;11;0;0;0
16_2.ini;com.uj.atm.common.DummySample;22487;OK;36;cpFromLog;1,33;1;26;25;27;21;21;5;1;0;0;11;0;0;0
16_20.ini;com.uj.atm.common.Account;871;OK;16;cpFromLog;2,29;1;6;6;7;6;6;1;0;0;0;15;0;0;0
16_20.ini;com.uj.atm.common.Atm;892;OK;14;cpFromLog;1;1;15;13;14;11;11;1;2;0;0;15;0;0;0
16_20.ini;com.uj.atm.common.CreditCard;1153;OK;136;cpFromLog;5,04;1;26;26;27;25;25;2;0;0;0;15;0;0;0
16_20.ini;com.uj.atm.common.DummySample;407;OK;136;cpFromLog;5,04;1;26;26;27;25;25;2;0;0;0;15;0;0;0
16_21.ini;com.uj.atm.common.Account;829;OK;13;cpFromLog;1,86;1;6;6;7;6;6;1;0;0;0;9;0;0;0
16_21.ini;com.uj.atm.common.Atm;855;OK;11;cpFromLog;0,79;1;15;12;14;11;11;0;3;0;0;9;0;0;0
16_21.ini;com.uj.atm.common.CreditCard;1008;OK;49;cpFromLog;1,81;1;26;23;27;20;20;4;3;0;0;9;0;0;0
16_21.ini;com.uj.atm.common.DummySample;382;OK;49;cpFromLog;1,81;1;26;23;27;20;20;4;3;0;0;9;0;0;0
16_22.ini;com.uj.atm.common.Account;830;OK;15;cpFromLog;2,14;1;6;6;7;6;6;1;0;0;0;7;0;0;0
16_22.ini;com.uj.atm.common.Atm;887;OK;30;cpFromLog;2,14;1;15;13;14;10;10;2;2;0;0;7;0;0;0
16_22.ini;com.uj.atm.common.CreditCard;1122;OK;134;cpFromLog;4,96;1;26;26;27;25;25;2;0;0;0;7;0;0;0
16_22.ini;com.uj.atm.common.DummySample;399;OK;134;cpFromLog;4,96;1;26;26;27;25;25;2;0;0;0;7;0;0;0
16_23.ini;com.uj.atm.common.Account;790;OK;7;cpFromLog;1;1;6;6;7;6;6;1;0;0;0;3;0;0;0
16_23.ini;com.uj.atm.common.Atm;397;OK;0;cpFromLog;0;1;15;0;14;0;0;0;14;0;0;3;0;0;0
16_23.ini;com.uj.atm.common.CreditCard;384;OK;0;cpFromLog;0;1;26;0;27;0;0;0;27;0;0;3;0;0;0
16_23.ini;com.uj.atm.common.DummySample;347;OK;0;cpFromLog;0;1;26;0;27;0;0;0;27;0;0;3;0;0;0
16_24.ini;com.uj.atm.common.Account;881;OK;20;cpFromLog;2,86;1;6;6;7;6;6;1;0;0;0;9;0;0;0
16_24.ini;com.uj.atm.common.Atm;892;OK;18;cpFromLog;1,29;1;15;13;14;11;11;2;1;0;0;9;0;0;0
16_24.ini;com.uj.atm.common.CreditCard;1045;OK;50;cpFromLog;1,85;1;26;25;27;26;26;0;1;0;0;9;0;0;0
16_24.ini;com.uj.atm.common.DummySample;416;OK;50;cpFromLog;1,85;1;26;25;27;26;26;0;1;0;0;9;0;0;0
16_25.ini;com.uj.atm.common.Account;1526;OK;12;cpFromLog;1,71;1;6;6;7;4;4;3;0;0;0;8;0;0;0
16_25.ini;com.uj.atm.common.Atm;1482;OK;19;cpFromLog;1,36;1;15;10;14;7;7;3;4;0;0;8;0;0;0
16_25.ini;com.uj.atm.common.CreditCard;1855;OK;80;cpFromLog;2,96;1;26;22;27;23;23;2;2;0;0;8;0;0;0
16_25.ini;com.uj.atm.common.DummySample;1114;OK;80;cpFromLog;2,96;1;26;22;27;23;23;2;2;0;0;8;0;0;0
16_3.ini;com.uj.atm.common.Account;783;OK;7;cpFromLog;1;1;6;5;7;3;3;0;4;0;0;5;0;0;0
16_3.ini;com.uj.atm.common.Atm;785;OK;5;cpFromLog;0,36;1;15;7;14;5;5;0;9;0;0;5;0;0;0
16_3.ini;com.uj.atm.common.CreditCard;944;OK;34;cpFromLog;1,26;1;26;21;27;20;20;1;6;0;0;5;0;0;0
16_3.ini;com.uj.atm.common.DummySample;371;OK;34;cpFromLog;1,26;1;26;21;27;20;20;1;6;0;0;5;0;0;0
16_4.ini;com.uj.atm.common.Account;877;OK;27;cpFromLog;3,86;1;6;6;7;4;4;3;0;0;0;11;0;0;0
16_4.ini;com.uj.atm.common.Atm;889;OK;14;cpFromLog;1;1;15;13;14;11;11;1;2;0;0;11;0;0;0
16_4.ini;com.uj.atm.common.CreditCard;1087;OK;69;cpFromLog;2,56;1;26;26;27;25;25;2;0;0;0;11;0;0;0
16_4.ini;com.uj.atm.common.DummySample;414;OK;69;cpFromLog;2,56;1;26;26;27;25;25;2;0;0;0;11;0;0;0
16_5.ini;com.uj.atm.common.Account;415;OK;0;cpFromLog;0;1;6;0;7;0;0;0;7;0;0;27;0;0;0
16_5.ini;com.uj.atm.common.Atm;412;OK;0;cpFromLog;0;1;15;0;14;0;0;0;14;0;0;27;0;0;0
16_5.ini;com.uj.atm.common.CreditCard;406;OK;0;cpFromLog;0;1;26;0;27;0;0;0;27;0;0;27;0;0;0
16_5.ini;com.uj.atm.common.DummySample;379;OK;0;cpFromLog;0;1;26;0;27;0;0;0;27;0;0;27;0;0;0
16_6.ini;com.uj.atm.common.Account;847;OK;16;cpFromLog;2,29;1;6;6;7;6;6;1;0;0;0;7;0;0;0
16_6.ini;com.uj.atm.common.Atm;886;OK;16;cpFromLog;1,14;1;15;13;14;11;11;1;2;0;0;7;0;0;0
16_6.ini;com.uj.atm.common.CreditCard;1030;OK;48;cpFromLog;1,78;1;26;25;27;25;25;1;1;0;0;7;0;0;0
16_6.ini;com.uj.atm.common.DummySample;397;OK;48;cpFromLog;1,78;1;26;25;27;25;25;1;1;0;0;7;0;0;0
16_7.ini;com.uj.atm.common.Account;865;OK;15;cpFromLog;2,14;1;6;6;7;6;6;1;0;0;0;29;0;0;0
16_7.ini;com.uj.atm.common.Atm;896;OK;15;cpFromLog;1,07;1;15;13;14;12;12;0;2;0;0;29;0;0;0
16_7.ini;com.uj.atm.common.CreditCard;1055;OK;45;cpFromLog;1,67;1;26;25;27;26;26;0;1;0;0;29;0;0;0
16_7.ini;com.uj.atm.common.DummySample;409;OK;45;cpFromLog;1,67;1;26;25;27;26;26;0;1;0;0;29;0;0;0
16_8.ini;com.uj.atm.common.Account;815;OK;32;cpFromLog;4,57;1;6;6;7;4;4;3;0;0;0;0;0;0;0
16_8.ini;com.uj.atm.common.Atm;852;OK;10;cpFromLog;0,71;1;15;11;14;7;7;3;4;0;0;0;0;0;0
16_8.ini;com.uj.atm.common.CreditCard;937;OK;26;cpFromLog;0,96;1;26;20;27;18;18;2;7;0;0;0;0;0;0
16_8.ini;com.uj.atm.common.DummySample;371;OK;26;cpFromLog;0,96;1;26;20;27;18;18;2;7;0;0;0;0;0;0
16_9.ini;com.uj.atm.common.Account;822;OK;17;cpFromLog;2,43;1;6;6;7;6;6;1;0;0;0;0;0;0;0
16_9.ini;com.uj.atm.common.Atm;827;OK;9;cpFromLog;0,64;1;15;10;14;9;9;0;5;0;0;0;0;0;0
16_9.ini;com.uj.atm.common.CreditCard;1000;OK;50;cpFromLog;1,85;1;26;25;27;23;23;3;1;0;0;0;0;0;0
16_9.ini;com.uj.atm.common.DummySample;376;OK;50;cpFromLog;1,85;1;26;25;27;23;23;3;1;0;0;0;0;0;0
17.ini;com.uj.atm.common.Account;906;OK;48;cpFromLog;4,36;1;12;12;11;6;6;5;0;0;0;0;0;0;0
17.ini;com.uj.atm.common.Atm;902;OK;8;cpFromLog;1;1;12;12;8;8;8;0;0;0;0;0;0;0;0
17.ini;com.uj.atm.common.CreditCard;1246;OK;58;cpFromLog;1,57;1;44;44;37;30;30;7;0;0;0;0;0;0;0
17.ini;com.uj.atm.common.DummySample;431;OK;58;cpFromLog;1,57;1;44;44;37;30;30;7;0;0;0;0;0;0;0
17_1.ini;com.uj.atm.common.Account;862;OK;21;cpFromLog;1,91;1;12;10;11;5;5;4;2;0;0;8;0;0;0
17_1.ini;com.uj.atm.common.Atm;863;OK;4;cpFromLog;0,5;1;12;6;8;4;4;0;4;0;0;8;0;0;0
17_1.ini;com.uj.atm.common.CreditCard;1151;OK;40;cpFromLog;1,08;1;44;39;37;27;27;6;4;0;0;8;0;0;0
17_1.ini;com.uj.atm.common.DummySample;403;OK;40;cpFromLog;1,08;1;44;39;37;27;27;6;4;0;0;8;0;0;0
17_10.ini;com.uj.atm.common.Account;877;OK;11;cpFromLog;1;1;12;7;11;3;3;2;6;0;0;46;0;0;0
17_10.ini;com.uj.atm.common.Atm;905;OK;2;cpFromLog;0,25;1;12;4;8;2;2;0;6;0;0;46;0;0;0
17_10.ini;com.uj.atm.common.CreditCard;969;OK;11;cpFromLog;0,3;1;44;14;37;11;11;0;26;0;0;46;0;0;0
17_10.ini;com.uj.atm.common.DummySample;452;OK;11;cpFromLog;0,3;1;44;14;37;11;11;0;26;0;0;46;0;0;0
17_11.ini;com.uj.atm.common.Account;932;OK;28;cpFromLog;2,55;1;12;11;11;7;7;3;1;0;0;4;0;0;0
17_11.ini;com.uj.atm.common.Atm;913;OK;8;cpFromLog;1;1;12;12;8;8;8;0;0;0;0;4;0;0;0
17_11.ini;com.uj.atm.common.CreditCard;1213;OK;52;cpFromLog;1,41;1;44;39;37;25;25;8;4;0;0;4;0;0;0
17_11.ini;com.uj.atm.common.DummySample;423;OK;52;cpFromLog;1,41;1;44;39;37;25;25;8;4;0;0;4;0;0;0
17_12.ini;com.uj.atm.common.Account;950;OK;29;cpFromLog;2,64;1;12;11;11;7;7;3;1;0;0;4;0;0;0
17_12.ini;com.uj.atm.common.Atm;909;OK;8;cpFromLog;1;1;12;12;8;8;8;0;0;0;0;4;0;0;0
17_12.ini;com.uj.atm.common.CreditCard;1207;OK;52;cpFromLog;1,41;1;44;39;37;25;25;8;4;0;0;4;0;0;0
17_12.ini;com.uj.atm.common.DummySample;422;OK;52;cpFromLog;1,41;1;44;39;37;25;25;8;4;0;0;4;0;0;0
17_13.ini;com.uj.atm.common.Account;942;OK;45;cpFromLog;4,09;1;12;11;11;5;5;5;1;0;0;6;0;0;0
17_13.ini;com.uj.atm.common.Atm;903;OK;19;cpFromLog;2,38;1;12;12;8;4;4;4;0;0;0;6;0;0;0
17_13.ini;com.uj.atm.common.CreditCard;1168;OK;73;cpFromLog;1,97;1;44;35;37;24;24;5;8;0;0;6;0;0;0
17_13.ini;com.uj.atm.common.DummySample;424;OK;73;cpFromLog;1,97;1;44;35;37;24;24;5;8;0;0;6;0;0;0
17_14.ini;com.uj.atm.common.Account;948;OK;45;cpFromLog;4,09;1;12;11;11;5;5;5;1;0;0;6;0;0;0
17_14.ini;com.uj.atm.common.Atm;918;OK;19;cpFromLog;2,38;1;12;12;8;4;4;4;0;0;0;6;0;0;0
17_14.ini;com.uj.atm.common.CreditCard;1165;OK;60;cpFromLog;1,62;1;44;35;37;24;24;5;8;0;0;6;0;0;0
17_14.ini;com.uj.atm.common.DummySample;418;OK;60;cpFromLog;1,62;1;44;35;37;24;24;5;8;0;0;6;0;0;0
17_15.ini;com.uj.atm.common.Account;941;OK;43;cpFromLog;3,91;1;12;10;11;5;5;4;2;0;0;7;0;0;0
17_15.ini;com.uj.atm.common.Atm;898;OK;7;cpFromLog;0,88;1;12;11;8;7;7;0;1;0;0;7;0;0;0
17_15.ini;com.uj.atm.common.CreditCard;1200;OK;45;cpFromLog;1,22;1;44;39;37;27;27;6;4;0;0;7;0;0;0
17_15.ini;com.uj.atm.common.DummySample;418;OK;45;cpFromLog;1,22;1;44;39;37;27;27;6;4;0;0;7;0;0;0
17_16.ini;com.uj.atm.common.Account;958;OK;38;cpFromLog;3,45;1;12;10;11;6;6;3;2;0;0;8;0;0;0
17_16.ini;com.uj.atm.common.Atm;913;OK;8;cpFromLog;1;1;12;12;8;8;8;0;0;0;0;8;0;0;0
17_16.ini;com.uj.atm.common.CreditCard;1234;OK;52;cpFromLog;1,41;1;44;39;37;27;27;6;4;0;0;8;0;0;0
17_16.ini;com.uj.atm.common.DummySample;429;OK;52;cpFromLog;1,41;1;44;39;37;27;27;6;4;0;0;8;0;0;0
17_18.ini;com.uj.atm.common.Account;929;OK;37;cpFromLog;3,36;1;12;12;11;7;7;4;0;0;0;10;0;0;0
17_18.ini;com.uj.atm.common.Atm;931;OK;8;cpFromLog;1;1;12;12;8;8;8;0;0;0;0;10;0;0;0
17_18.ini;com.uj.atm.common.CreditCard;1271;OK;78;cpFromLog;2,11;1;44;43;37;29;29;8;0;0;0;10;0;0;0
17_18.ini;com.uj.atm.common.DummySample;439;OK;78;cpFromLog;2,11;1;44;43;37;29;29;8;0;0;0;10;0;0;0
17_19.ini;com.uj.atm.common.Account;914;OK;32;cpFromLog;2,91;1;12;10;11;8;8;1;2;0;0;4;0;0;0
17_19.ini;com.uj.atm.common.Atm;932;OK;12;cpFromLog;1,5;1;12;12;8;7;7;1;0;0;0;4;0;0;0
17_19.ini;com.uj.atm.common.CreditCard;1247;OK;71;cpFromLog;1,92;1;44;42;37;30;30;5;2;0;0;4;0;0;0
17_19.ini;com.uj.atm.common.DummySample;434;OK;71;cpFromLog;1,92;1;44;42;37;30;30;5;2;0;0;4;0;0;0
17_2.ini;com.uj.atm.common.Account;29122;OK;60;cpFromLog;5,45;1;12;11;11;5;5;5;1;0;0;9;0;0;0
17_2.ini;com.uj.atm.common.Atm;23003;OK;7;cpFromLog;0,88;1;12;11;8;6;6;1;1;0;0;9;0;0;0
17_2.ini;com.uj.atm.common.CreditCard;26380;OK;78;cpFromLog;2,11;1;44;41;37;29;29;6;2;0;0;9;0;0;0
17_2.ini;com.uj.atm.common.DummySample;22497;OK;78;cpFromLog;2,11;1;44;41;37;29;29;6;2;0;0;9;0;0;0
17_20.ini;com.uj.atm.common.Account;970;OK;27;cpFromLog;2,45;1;12;12;11;8;8;3;0;0;0;17;0;0;0
17_20.ini;com.uj.atm.common.Atm;927;OK;7;cpFromLog;0,88;1;12;11;8;6;6;1;1;0;0;17;0;0;0
17_20.ini;com.uj.atm.common.CreditCard;1305;OK;58;cpFromLog;1,57;1;44;43;37;31;31;6;0;0;0;17;0;0;0
17_20.ini;com.uj.atm.common.DummySample;448;OK;58;cpFromLog;1,57;1;44;43;37;31;31;6;0;0;0;17;0;0;0
17_21.ini;com.uj.atm.common.Account;934;OK;24;cpFromLog;2,18;1;12;11;11;8;8;2;1;0;0;6;0;0;0
17_21.ini;com.uj.atm.common.Atm;905;OK;7;cpFromLog;0,88;1;12;11;8;7;7;0;1;0;0;6;0;0;0
17_21.ini;com.uj.atm.common.CreditCard;1129;OK;44;cpFromLog;1,19;1;44;33;37;23;23;4;10;0;0;6;0;0;0
17_21.ini;com.uj.atm.common.DummySample;425;OK;44;cpFromLog;1,19;1;44;33;37;23;23;4;10;0;0;6;0;0;0
17_22.ini;com.uj.atm.common.Account;951;OK;24;cpFromLog;2,18;1;12;11;11;7;7;3;1;0;0;8;0;0;0
17_22.ini;com.uj.atm.common.Atm;931;OK;14;cpFromLog;1,75;1;12;12;8;7;7;1;0;0;0;8;0;0;0
17_22.ini;com.uj.atm.common.CreditCard;1222;OK;63;cpFromLog;1,7;1;44;37;37;27;27;5;5;0;0;8;0;0;0
17_22.ini;com.uj.atm.common.DummySample;431;OK;63;cpFromLog;1,7;1;44;37;37;27;27;5;5;0;0;8;0;0;0
17_23.ini;com.uj.atm.common.Account;890;OK;12;cpFromLog;1,09;1;12;10;11;8;8;1;2;0;0;2;0;0;0
17_23.ini;com.uj.atm.common.Atm;418;OK;0;cpFromLog;0;1;12;0;8;0;0;0;8;0;0;2;0;0;0
17_23.ini;com.uj.atm.common.CreditCard;1128;OK;33;cpFromLog;0,89;1;44;40;37;28;28;5;4;0;0;2;0;0;0
17_23.ini;com.uj.atm.common.DummySample;392;OK;33;cpFromLog;0,89;1;44;40;37;28;28;5;4;0;0;2;0;0;0
17_24.ini;com.uj.atm.common.Account;978;OK;58;cpFromLog;5,27;1;12;12;11;8;8;3;0;0;0;9;0;0;0
17_24.ini;com.uj.atm.common.Atm;942;OK;8;cpFromLog;1;1;12;12;8;8;8;0;0;0;0;9;0;0;0
17_24.ini;com.uj.atm.common.CreditCard;1229;OK;57;cpFromLog;1,54;1;44;39;37;28;28;5;4;0;0;9;0;0;0
17_24.ini;com.uj.atm.common.DummySample;441;OK;57;cpFromLog;1,54;1;44;39;37;28;28;5;4;0;0;9;0;0;0
17_25.ini;com.uj.atm.common.Account;1486;OK;24;cpFromLog;2,18;1;12;11;11;5;5;5;1;0;0;12;0;0;0
17_25.ini;com.uj.atm.common.Atm;1533;OK;7;cpFromLog;0,88;1;12;9;8;6;6;0;2;0;0;12;0;0;0
17_25.ini;com.uj.atm.common.CreditCard;2093;OK;110;cpFromLog;2,97;1;44;39;37;27;27;8;2;0;0;12;0;0;0
17_25.ini;com.uj.atm.common.DummySample;1075;OK;110;cpFromLog;2,97;1;44;39;37;27;27;8;2;0;0;12;0;0;0
17_3.ini;com.uj.atm.common.Account;914;OK;15;cpFromLog;1,36;1;12;11;11;8;8;2;1;0;0;3;0;0;0
17_3.ini;com.uj.atm.common.Atm;859;OK;5;cpFromLog;0,62;1;12;7;8;5;5;0;3;0;0;3;0;0;0
17_3.ini;com.uj.atm.common.CreditCard;1170;OK;39;cpFromLog;1,05;1;44;39;37;28;28;5;4;0;0;3;0;0;0
17_3.ini;com.uj.atm.common.DummySample;408;OK;39;cpFromLog;1,05;1;44;39;37;28;28;5;4;0;0;3;0;0;0
17_4.ini;com.uj.atm.common.Account;988;OK;47;cpFromLog;4,27;1;12;10;11;6;6;3;2;0;0;16;0;0;0
17_4.ini;com.uj.atm.common.Atm;972;OK;12;cpFromLog;1,5;1;12;12;8;8;8;0;0;0;0;16;0;0;0
17_4.ini;com.uj.atm.common.CreditCard;1243;OK;52;cpFromLog;1,41;1;44;37;37;27;27;4;6;0;0;16;0;0;0
17_4.ini;com.uj.atm.common.DummySample;462;OK;52;cpFromLog;1,41;1;44;37;37;27;27;4;6;0;0;16;0;0;0
17_5.ini;com.uj.atm.common.Account;407;OK;0;cpFromLog;0;1;12;0;11;0;0;0;11;0;0;27;0;0;0
17_5.ini;com.uj.atm.common.Atm;408;OK;0;cpFromLog;0;1;12;0;8;0;0;0;8;0;0;27;0;0;0
17_5.ini;com.uj.atm.common.CreditCard;411;OK;0;cpFromLog;0;1;44;0;37;0;0;0;37;0;0;27;0;0;0
17_5.ini;com.uj.atm.common.DummySample;381;OK;0;cpFromLog;0;1;44;0;37;0;0;0;37;0;0;27;0;0;0
17_6.ini;com.uj.atm.common.Account;929;OK;27;cpFromLog;2,45;1;12;11;11;7;7;3;1;0;0;9;0;0;0
17_6.ini;com.uj.atm.common.Atm;913;OK;8;cpFromLog;1;1;12;12;8;8;8;0;0;0;0;9;0;0;0
17_6.ini;com.uj.atm.common.CreditCard;1242;OK;48;cpFromLog;1,3;1;44;39;37;27;27;6;4;0;0;9;0;0;0
17_6.ini;com.uj.atm.common.DummySample;428;OK;48;cpFromLog;1,3;1;44;39;37;27;27;6;4;0;0;9;0;0;0
17_7.ini;com.uj.atm.common.Account;985;OK;29;cpFromLog;2,64;1;12;11;11;7;7;3;1;0;0;26;0;0;0
17_7.ini;com.uj.atm.common.Atm;941;OK;10;cpFromLog;1,25;1;12;12;8;8;8;0;0;0;0;26;0;0;0
17_7.ini;com.uj.atm.common.CreditCard;1272;OK;50;cpFromLog;1,35;1;44;42;37;29;29;6;2;0;0;26;0;0;0
17_7.ini;com.uj.atm.common.DummySample;454;OK;50;cpFromLog;1,35;1;44;42;37;29;29;6;2;0;0;26;0;0;0
17_8.ini;com.uj.atm.common.Account;943;OK;50;cpFromLog;4,55;1;12;11;11;5;5;5;1;0;0;0;0;0;0
17_8.ini;com.uj.atm.common.Atm;882;OK;7;cpFromLog;0,88;1;12;11;8;4;4;3;1;0;0;0;0;0;0
17_8.ini;com.uj.atm.common.CreditCard;1108;OK;43;cpFromLog;1,16;1;44;32;37;23;23;5;9;0;0;0;0;0;0
17_8.ini;com.uj.atm.common.DummySample;416;OK;43;cpFromLog;1,16;1;44;32;37;23;23;5;9;0;0;0;0;0;0
17_9.ini;com.uj.atm.common.Account;927;OK;22;cpFromLog;2;1;12;11;11;7;7;3;1;0;0;0;0;0;0
17_9.ini;com.uj.atm.common.Atm;877;OK;6;cpFromLog;0,75;1;12;10;8;6;6;0;2;0;0;0;0;0;0
17_9.ini;com.uj.atm.common.CreditCard;1229;OK;47;cpFromLog;1,27;1;44;39;37;24;24;9;4;0;0;0;0;0;0
17_9.ini;com.uj.atm.common.DummySample;415;OK;47;cpFromLog;1,27;1;44;39;37;24;24;9;4;0;0;0;0;0;0
18.ini;com.uj.atm.common.Account;906;OK;61;cpFromLog;5,55;1;10;10;11;8;8;3;0;0;0;0;0;0;0
18.ini;com.uj.atm.common.Atm;994;OK;48;cpFromLog;2,09;1;18;18;23;21;21;2;0;0;0;0;0;0;0
18.ini;com.uj.atm.common.CreditCard;1031;OK;67;cpFromLog;2,79;1;26;26;24;21;21;3;0;0;0;0;0;0;0
18.ini;com.uj.atm.common.DummySample;396;OK;67;cpFromLog;2,79;1;26;26;24;21;21;3;0;0;0;0;0;0;0
18_1.ini;com.uj.atm.common.Account;855;OK;30;cpFromLog;2,73;1;10;10;11;6;6;5;0;0;0;4;0;0;0
18_1.ini;com.uj.atm.common.Atm;906;OK;20;cpFromLog;0,87;1;18;15;23;18;18;2;3;0;0;4;0;0;0
