INPUT_CFG;CLASS;TIME;INFO;TEST_RAN;TEST_FOUND;TEST_RAN_PER_MUT;NUMBER_Of_FILES;NUMBER_Of_LINES;NUMBER_Of_LINES_COVERED;NUMBER_Of_MUTATIONS;NUMBER_Of_MUTATIONS_DETECTED;KILLED;SURVIVED;NO_COVERAGE;TIMED_OUT;MEMORY_ERRORRUN_ERROR;RUN_ERROR;NON_VIABLE;NOT_STARTED;STARTED
20_25.ini;com.uj.atm.common.DummySample;935;OK;19;cpFromLog;1;1;35;27;19;7;7;12;0;0;0;92;0;0;0
20_3.ini;com.uj.atm.common.Account;1534;OK;9;cpFromLog;1;1;12;12;9;7;7;2;0;0;0;7;0;0;0
20_3.ini;com.uj.atm.common.Atm;391;OK;9;cpFromLog;1;1;12;12;9;7;7;2;0;0;0;7;0;0;0
20_3.ini;com.uj.atm.common.CreditCard;2232;OK;17;cpFromLog;1;1;35;26;17;12;12;5;0;0;0;7;0;0;0
20_3.ini;com.uj.atm.common.DummySample;367;OK;17;cpFromLog;1;1;35;26;17;12;12;5;0;0;0;7;0;0;0
20_4.ini;com.uj.atm.common.Account;3947;OK;9;cpFromLog;1;1;12;12;9;4;4;5;0;0;0;13;0;0;0
20_4.ini;com.uj.atm.common.Atm;3073;OK;24;cpFromLog;1;1;29;24;24;17;17;7;0;0;0;13;0;0;0
20_4.ini;com.uj.atm.common.CreditCard;8143;OK;26;cpFromLog;1;1;35;35;26;18;18;8;0;0;0;13;0;0;0
20_4.ini;com.uj.atm.common.DummySample;417;OK;26;cpFromLog;1;1;35;35;26;18;18;8;0;0;0;13;0;0;0
20_5.ini;com.uj.atm.common.Account;408;OK;26;cpFromLog;1;1;35;35;26;18;18;8;0;0;0;27;0;0;0
20_5.ini;com.uj.atm.common.Atm;405;OK;26;cpFromLog;1;1;35;35;26;18;18;8;0;0;0;27;0;0;0
20_5.ini;com.uj.atm.common.CreditCard;410;OK;26;cpFromLog;1;1;35;35;26;18;18;8;0;0;0;27;0;0;0
20_5.ini;com.uj.atm.common.DummySample;379;OK;26;cpFromLog;1;1;35;35;26;18;18;8;0;0;0;27;0;0;0
20_6.ini;com.uj.atm.common.Account;1435;OK;9;cpFromLog;1;1;12;12;9;5;5;4;0;0;0;13;0;0;0
20_6.ini;com.uj.atm.common.Atm;1787;OK;18;cpFromLog;1;1;29;15;18;5;5;13;0;0;0;13;0;0;0
20_6.ini;com.uj.atm.common.CreditCard;2267;OK;15;cpFromLog;1;1;35;24;15;9;9;6;0;0;0;13;0;0;0
20_6.ini;com.uj.atm.common.DummySample;402;OK;15;cpFromLog;1;1;35;24;15;9;9;6;0;0;0;13;0;0;0
20_7.ini;com.uj.atm.common.Account;2643;OK;9;cpFromLog;1;1;12;12;9;4;4;5;0;0;0;26;0;0;0
20_7.ini;com.uj.atm.common.Atm;2919;OK;24;cpFromLog;1;1;29;23;24;16;16;8;0;0;0;26;0;0;0
20_7.ini;com.uj.atm.common.CreditCard;5457;OK;26;cpFromLog;1;1;35;35;26;12;12;14;0;0;0;26;0;0;0
20_7.ini;com.uj.atm.common.DummySample;404;OK;26;cpFromLog;1;1;35;35;26;12;12;14;0;0;0;26;0;0;0
20_8.ini;com.uj.atm.common.Account;1789;OK;9;cpFromLog;1;1;12;12;9;3;3;6;0;0;0;10;0;0;0
20_8.ini;com.uj.atm.common.Atm;1042;OK;6;cpFromLog;1;1;29;6;6;0;0;6;0;0;0;10;0;0;0
20_8.ini;com.uj.atm.common.CreditCard;1068;OK;4;cpFromLog;1;1;35;10;4;0;0;4;0;0;0;10;0;0;0
20_8.ini;com.uj.atm.common.DummySample;366;OK;4;cpFromLog;1;1;35;10;4;0;0;4;0;0;0;10;0;0;0
20_9.ini;com.uj.atm.common.Account;2042;OK;9;cpFromLog;1;1;12;12;9;4;4;5;0;0;0;5;0;0;0
20_9.ini;com.uj.atm.common.Atm;2049;OK;15;cpFromLog;1;1;29;17;15;13;13;2;0;0;0;5;0;0;0
20_9.ini;com.uj.atm.common.CreditCard;3683;OK;26;cpFromLog;1;1;35;35;26;7;7;19;0;0;0;5;0;0;0
20_9.ini;com.uj.atm.common.DummySample;387;OK;26;cpFromLog;1;1;35;35;26;7;7;19;0;0;0;5;0;0;0
21.ini;com.uj.atm.common.Account;3304;OK;10;cpFromLog;1;1;13;13;10;5;5;5;0;0;0;0;0;0;0
21.ini;com.uj.atm.common.Atm;1161;OK;7;cpFromLog;1;1;11;10;7;7;7;0;0;0;0;0;0;0;0
21.ini;com.uj.atm.common.CreditCard;4316;OK;23;cpFromLog;1;1;32;28;23;16;16;7;0;0;0;0;0;0;0
21.ini;com.uj.atm.common.DummySample;384;OK;23;cpFromLog;1;1;32;28;23;16;16;7;0;0;0;0;0;0;0
21_1.ini;com.uj.atm.common.Account;1829;OK;10;cpFromLog;1;1;13;13;10;6;6;4;0;0;0;7;0;0;0
21_1.ini;com.uj.atm.common.Atm;1006;OK;4;cpFromLog;1;1;11;6;4;4;4;0;0;0;0;7;0;0;0
21_1.ini;com.uj.atm.common.CreditCard;2532;OK;25;cpFromLog;1;1;32;30;25;25;25;0;0;0;0;7;0;0;0
21_1.ini;com.uj.atm.common.DummySample;380;OK;25;cpFromLog;1;1;32;30;25;25;25;0;0;0;0;7;0;0;0
21_10.ini;com.uj.atm.common.Account;1625;OK;4;cpFromLog;1;1;13;7;4;2;2;2;0;0;0;27;0;0;0
21_10.ini;com.uj.atm.common.Atm;1082;OK;3;cpFromLog;1;1;11;5;3;2;2;1;0;0;0;27;0;0;0
21_10.ini;com.uj.atm.common.CreditCard;4791;OK;21;cpFromLog;1;1;32;24;21;7;7;14;0;0;0;27;0;0;0
21_10.ini;com.uj.atm.common.DummySample;424;OK;21;cpFromLog;1;1;32;24;21;7;7;14;0;0;0;27;0;0;0
21_11.ini;com.uj.atm.common.Account;2669;OK;10;cpFromLog;1;1;13;13;10;4;4;6;0;0;0;6;0;0;0
21_11.ini;com.uj.atm.common.Atm;1494;OK;8;cpFromLog;1;1;11;11;8;8;8;0;0;0;0;6;0;0;0
21_11.ini;com.uj.atm.common.CreditCard;5005;OK;24;cpFromLog;1;1;32;29;24;10;10;14;0;0;0;6;0;0;0
21_11.ini;com.uj.atm.common.DummySample;383;OK;24;cpFromLog;1;1;32;29;24;10;10;14;0;0;0;6;0;0;0
21_12.ini;com.uj.atm.common.Account;2608;OK;10;cpFromLog;1;1;13;13;10;5;5;5;0;0;0;6;0;0;0
21_12.ini;com.uj.atm.common.Atm;1502;OK;8;cpFromLog;1;1;11;11;8;7;7;1;0;0;0;6;0;0;0
21_12.ini;com.uj.atm.common.CreditCard;5016;OK;24;cpFromLog;1;1;32;29;24;10;10;14;0;0;0;6;0;0;0
21_12.ini;com.uj.atm.common.DummySample;382;OK;24;cpFromLog;1;1;32;29;24;10;10;14;0;0;0;6;0;0;0
21_13.ini;com.uj.atm.common.Account;3043;OK;10;cpFromLog;1;1;13;13;10;4;4;6;0;0;0;2;0;0;0
21_13.ini;com.uj.atm.common.Atm;1376;OK;8;cpFromLog;1;1;11;11;8;4;4;4;0;0;0;2;0;0;0
21_13.ini;com.uj.atm.common.CreditCard;6114;OK;23;cpFromLog;1;1;32;28;23;8;8;15;0;0;0;2;0;0;0
21_13.ini;com.uj.atm.common.DummySample;376;OK;23;cpFromLog;1;1;32;28;23;8;8;15;0;0;0;2;0;0;0
21_14.ini;com.uj.atm.common.Account;3020;OK;10;cpFromLog;1;1;13;13;10;4;4;6;0;0;0;2;0;0;0
21_14.ini;com.uj.atm.common.Atm;1391;OK;8;cpFromLog;1;1;11;11;8;4;4;4;0;0;0;2;0;0;0
21_14.ini;com.uj.atm.common.CreditCard;6136;OK;23;cpFromLog;1;1;32;28;23;5;5;18;0;0;0;2;0;0;0
21_14.ini;com.uj.atm.common.DummySample;380;OK;23;cpFromLog;1;1;32;28;23;5;5;18;0;0;0;2;0;0;0
21_15.ini;com.uj.atm.common.Account;2939;OK;10;cpFromLog;1;1;13;13;10;5;5;5;0;0;0;7;0;0;0
21_15.ini;com.uj.atm.common.Atm;1326;OK;7;cpFromLog;1;1;11;10;7;7;7;0;0;0;0;7;0;0;0
21_15.ini;com.uj.atm.common.CreditCard;5967;OK;22;cpFromLog;1;1;32;27;22;10;10;12;0;0;0;7;0;0;0
21_15.ini;com.uj.atm.common.DummySample;382;OK;22;cpFromLog;1;1;32;27;22;10;10;12;0;0;0;7;0;0;0
21_16.ini;com.uj.atm.common.Account;3564;OK;10;cpFromLog;1;1;13;13;10;6;6;4;0;0;0;10;0;0;0
21_16.ini;com.uj.atm.common.Atm;1217;OK;8;cpFromLog;1;1;11;11;8;8;8;0;0;0;0;10;0;0;0
21_16.ini;com.uj.atm.common.CreditCard;5437;OK;24;cpFromLog;1;1;32;29;24;13;13;11;0;0;0;10;0;0;0
21_16.ini;com.uj.atm.common.DummySample;401;OK;24;cpFromLog;1;1;32;29;24;13;13;11;0;0;0;10;0;0;0
21_17.ini;com.uj.atm.common.Account;3510;OK;10;cpFromLog;1;1;13;13;10;4;4;6;0;0;0;3;0;0;0
21_17.ini;com.uj.atm.common.Atm;1114;OK;7;cpFromLog;1;1;11;10;7;7;7;0;0;0;0;3;0;0;0
21_17.ini;com.uj.atm.common.CreditCard;3892;OK;24;cpFromLog;1;1;32;29;24;18;18;6;0;0;0;3;0;0;0
21_17.ini;com.uj.atm.common.DummySample;383;OK;24;cpFromLog;1;1;32;29;24;18;18;6;0;0;0;3;0;0;0
21_18.ini;com.uj.atm.common.Account;4389;OK;10;cpFromLog;1;1;13;13;10;6;6;4;0;0;0;14;0;0;0
21_18.ini;com.uj.atm.common.Atm;1642;OK;8;cpFromLog;1;1;11;11;8;7;7;1;0;0;0;14;0;0;0
21_18.ini;com.uj.atm.common.CreditCard;4579;OK;23;cpFromLog;1;1;32;28;23;21;21;2;0;0;0;14;0;0;0
21_18.ini;com.uj.atm.common.DummySample;395;OK;23;cpFromLog;1;1;32;28;23;21;21;2;0;0;0;14;0;0;0
21_19.ini;com.uj.atm.common.Account;3168;OK;10;cpFromLog;1;1;13;13;10;6;6;4;0;0;0;7;0;0;0
21_19.ini;com.uj.atm.common.Atm;1750;OK;8;cpFromLog;1;1;11;11;8;7;7;1;0;0;0;7;0;0;0
21_19.ini;com.uj.atm.common.CreditCard;5413;OK;24;cpFromLog;1;1;32;29;24;15;15;9;0;0;0;7;0;0;0
21_19.ini;com.uj.atm.common.DummySample;399;OK;24;cpFromLog;1;1;32;29;24;15;15;9;0;0;0;7;0;0;0
21_2.ini;com.uj.atm.common.Account;26241;OK;10;cpFromLog;1;1;13;13;10;5;5;5;0;0;0;11;0;0;0
21_2.ini;com.uj.atm.common.Atm;24010;OK;7;cpFromLog;1;1;11;10;7;6;6;1;0;0;0;11;0;0;0
21_2.ini;com.uj.atm.common.CreditCard;28387;OK;24;cpFromLog;1;1;32;29;24;14;14;10;0;0;0;11;0;0;0
21_2.ini;com.uj.atm.common.DummySample;22470;OK;24;cpFromLog;1;1;32;29;24;14;14;10;0;0;0;11;0;0;0
21_20.ini;com.uj.atm.common.Account;3146;OK;10;cpFromLog;1;1;13;13;10;7;7;3;0;0;0;17;0;0;0
21_20.ini;com.uj.atm.common.Atm;1485;OK;7;cpFromLog;1;1;11;10;7;6;6;1;0;0;0;17;0;0;0
21_20.ini;com.uj.atm.common.CreditCard;6914;OK;24;cpFromLog;1;1;32;29;24;12;12;12;0;0;0;17;0;0;0
21_20.ini;com.uj.atm.common.DummySample;402;OK;24;cpFromLog;1;1;32;29;24;12;12;12;0;0;0;17;0;0;0
21_22.ini;com.uj.atm.common.Account;2470;OK;10;cpFromLog;1;1;13;13;10;4;4;6;0;0;0;7;0;0;0
21_22.ini;com.uj.atm.common.Atm;1834;OK;8;cpFromLog;1;1;11;11;8;6;6;2;0;0;0;7;0;0;0
21_22.ini;com.uj.atm.common.CreditCard;7860;OK;24;cpFromLog;1;1;32;29;24;11;11;13;0;0;0;7;0;0;0
21_22.ini;com.uj.atm.common.DummySample;389;OK;24;cpFromLog;1;1;32;29;24;11;11;13;0;0;0;7;0;0;0
21_23.ini;com.uj.atm.common.Account;1169;OK;9;cpFromLog;1;1;13;12;9;6;6;3;0;0;0;3;0;0;0
21_23.ini;com.uj.atm.common.Atm;373;OK;9;cpFromLog;1;1;13;12;9;6;6;3;0;0;0;3;0;0;0
21_23.ini;com.uj.atm.common.CreditCard;381;OK;9;cpFromLog;1;1;13;12;9;6;6;3;0;0;0;3;0;0;0
21_23.ini;com.uj.atm.common.DummySample;351;OK;9;cpFromLog;1;1;13;12;9;6;6;3;0;0;0;3;0;0;0
21_24.ini;com.uj.atm.common.Account;5279;OK;10;cpFromLog;1;1;13;13;10;5;5;5;0;0;0;10;0;0;0
21_24.ini;com.uj.atm.common.Atm;1409;OK;8;cpFromLog;1;1;11;11;8;8;8;0;0;0;0;10;0;0;0
21_24.ini;com.uj.atm.common.CreditCard;4822;OK;24;cpFromLog;1;1;32;29;24;12;12;12;0;0;0;10;0;0;0
21_24.ini;com.uj.atm.common.DummySample;406;OK;24;cpFromLog;1;1;32;29;24;12;12;12;0;0;0;10;0;0;0
21_25.ini;com.uj.atm.common.Account;3075;OK;10;cpFromLog;1;1;13;13;10;6;6;4;0;0;0;182;0;0;0
21_25.ini;com.uj.atm.common.Atm;3003;OK;7;cpFromLog;1;1;11;10;7;7;7;0;0;0;0;182;0;0;0
21_25.ini;com.uj.atm.common.CreditCard;16424;OK;24;cpFromLog;1;1;32;28;24;11;11;13;0;0;0;182;0;0;0
21_25.ini;com.uj.atm.common.DummySample;955;OK;24;cpFromLog;1;1;32;28;24;11;11;13;0;0;0;182;0;0;0
21_3.ini;com.uj.atm.common.Account;2022;OK;10;cpFromLog;1;1;13;13;10;8;8;2;0;0;0;2;0;0;0
21_3.ini;com.uj.atm.common.Atm;993;OK;4;cpFromLog;1;1;11;6;4;4;4;0;0;0;0;2;0;0;0
21_3.ini;com.uj.atm.common.CreditCard;3926;OK;24;cpFromLog;1;1;32;29;24;17;17;7;0;0;0;2;0;0;0
21_3.ini;com.uj.atm.common.DummySample;367;OK;24;cpFromLog;1;1;32;29;24;17;17;7;0;0;0;2;0;0;0
21_4.ini;com.uj.atm.common.Account;3739;OK;10;cpFromLog;1;1;13;13;10;5;5;5;0;0;0;8;0;0;0
21_4.ini;com.uj.atm.common.Atm;1462;OK;8;cpFromLog;1;1;11;11;8;6;6;2;0;0;0;8;0;0;0
21_4.ini;com.uj.atm.common.CreditCard;10054;OK;23;cpFromLog;1;1;32;28;23;16;16;7;0;0;0;8;0;0;0
21_4.ini;com.uj.atm.common.DummySample;419;OK;23;cpFromLog;1;1;32;28;23;16;16;7;0;0;0;8;0;0;0
21_5.ini;com.uj.atm.common.Account;416;OK;23;cpFromLog;1;1;32;28;23;16;16;7;0;0;0;27;0;0;0
21_5.ini;com.uj.atm.common.Atm;396;OK;23;cpFromLog;1;1;32;28;23;16;16;7;0;0;0;27;0;0;0
21_5.ini;com.uj.atm.common.CreditCard;402;OK;23;cpFromLog;1;1;32;28;23;16;16;7;0;0;0;27;0;0;0
21_5.ini;com.uj.atm.common.DummySample;375;OK;23;cpFromLog;1;1;32;28;23;16;16;7;0;0;0;27;0;0;0
21_6.ini;com.uj.atm.common.Account;2176;OK;10;cpFromLog;1;1;13;13;10;5;5;5;0;0;0;8;0;0;0
21_6.ini;com.uj.atm.common.Atm;1306;OK;8;cpFromLog;1;1;11;11;8;7;7;1;0;0;0;8;0;0;0
21_6.ini;com.uj.atm.common.CreditCard;4231;OK;25;cpFromLog;1;1;32;30;25;15;15;10;0;0;0;8;0;0;0
21_6.ini;com.uj.atm.common.DummySample;400;OK;25;cpFromLog;1;1;32;30;25;15;15;10;0;0;0;8;0;0;0
21_7.ini;com.uj.atm.common.Account;2927;OK;10;cpFromLog;1;1;13;13;10;5;5;5;0;0;0;31;0;0;0
21_7.ini;com.uj.atm.common.Atm;1478;OK;8;cpFromLog;1;1;11;11;8;7;7;1;0;0;0;31;0;0;0
21_7.ini;com.uj.atm.common.CreditCard;6199;OK;24;cpFromLog;1;1;32;29;24;21;21;3;0;0;0;31;0;0;0
21_7.ini;com.uj.atm.common.DummySample;408;OK;24;cpFromLog;1;1;32;29;24;21;21;3;0;0;0;31;0;0;0
21_8.ini;com.uj.atm.common.Account;3416;OK;10;cpFromLog;1;1;13;13;10;4;4;6;0;0;0;0;0;0;0
21_8.ini;com.uj.atm.common.Atm;1139;OK;7;cpFromLog;1;1;11;10;7;4;4;3;0;0;0;0;0;0;0
21_8.ini;com.uj.atm.common.CreditCard;2603;OK;17;cpFromLog;1;1;32;23;17;14;14;3;0;0;0;0;0;0;0
21_8.ini;com.uj.atm.common.DummySample;367;OK;17;cpFromLog;1;1;32;23;17;14;14;3;0;0;0;0;0;0;0
21_9.ini;com.uj.atm.common.Account;2473;OK;10;cpFromLog;1;1;13;13;10;5;5;5;0;0;0;2;0;0;0
21_9.ini;com.uj.atm.common.Atm;1306;OK;6;cpFromLog;1;1;11;9;6;6;6;0;0;0;0;2;0;0;0
21_9.ini;com.uj.atm.common.CreditCard;4386;OK;24;cpFromLog;1;1;32;29;24;9;9;15;0;0;0;2;0;0;0
21_9.ini;com.uj.atm.common.DummySample;376;OK;24;cpFromLog;1;1;32;29;24;9;9;15;0;0;0;2;0;0;0
22.ini;com.uj.atm.common.Account;2682;OK;12;cpFromLog;1;1;11;11;12;5;5;7;0;0;0;0;0;0;0
22.ini;com.uj.atm.common.Atm;4089;OK;23;cpFromLog;1;1;17;17;23;10;10;13;0;0;0;0;0;0;0
22.ini;com.uj.atm.common.CreditCard;11595;OK;29;cpFromLog;1;1;29;29;29;7;7;22;0;0;0;0;0;0;0
22.ini;com.uj.atm.common.DummySample;387;OK;29;cpFromLog;1;1;29;29;29;7;7;22;0;0;0;0;0;0;0
22_1.ini;com.uj.atm.common.Account;811;OK;1;cpFromLog;1;1;11;4;1;1;1;0;0;0;0;13;0;0;0
22_1.ini;com.uj.atm.common.Atm;405;OK;1;cpFromLog;1;1;11;4;1;1;1;0;0;0;0;13;0;0;0
22_1.ini;com.uj.atm.common.CreditCard;1591;OK;16;cpFromLog;1;1;29;15;16;16;16;0;0;0;0;13;0;0;0
22_1.ini;com.uj.atm.common.DummySample;378;OK;16;cpFromLog;1;1;29;15;16;16;16;0;0;0;0;13;0;0;0
22_10.ini;com.uj.atm.common.Account;1514;OK;5;cpFromLog;1;1;11;7;5;3;3;2;0;0;0;30;0;0;0
22_10.ini;com.uj.atm.common.Atm;1177;OK;3;cpFromLog;1;1;17;7;3;3;3;0;0;0;0;30;0;0;0
22_10.ini;com.uj.atm.common.CreditCard;5897;OK;27;cpFromLog;1;1;29;25;27;11;11;16;0;0;0;30;0;0;0
22_10.ini;com.uj.atm.common.DummySample;421;OK;27;cpFromLog;1;1;29;25;27;11;11;16;0;0;0;30;0;0;0
22_11.ini;com.uj.atm.common.Account;3134;OK;12;cpFromLog;1;1;11;11;12;6;6;6;0;0;0;6;0;0;0
22_11.ini;com.uj.atm.common.Atm;2841;OK;22;cpFromLog;1;1;17;16;22;13;13;9;0;0;0;6;0;0;0
22_11.ini;com.uj.atm.common.CreditCard;7189;OK;29;cpFromLog;1;1;29;27;29;5;5;24;0;0;0;6;0;0;0
22_11.ini;com.uj.atm.common.DummySample;388;OK;29;cpFromLog;1;1;29;27;29;5;5;24;0;0;0;6;0;0;0
22_12.ini;com.uj.atm.common.Account;3105;OK;12;cpFromLog;1;1;11;11;12;9;9;3;0;0;0;6;0;0;0
22_12.ini;com.uj.atm.common.Atm;2852;OK;22;cpFromLog;1;1;17;16;22;15;15;7;0;0;0;6;0;0;0
22_12.ini;com.uj.atm.common.CreditCard;7264;OK;29;cpFromLog;1;1;29;27;29;5;5;24;0;0;0;6;0;0;0
22_12.ini;com.uj.atm.common.DummySample;383;OK;29;cpFromLog;1;1;29;27;29;5;5;24;0;0;0;6;0;0;0
22_13.ini;com.uj.atm.common.Account;2881;OK;12;cpFromLog;1;1;11;11;12;6;6;6;0;0;0;5;0;0;0
22_13.ini;com.uj.atm.common.Atm;2636;OK;21;cpFromLog;1;1;17;15;21;12;12;9;0;0;0;5;0;0;0
22_13.ini;com.uj.atm.common.CreditCard;7603;OK;27;cpFromLog;1;1;29;27;27;15;15;12;0;0;0;5;0;0;0
22_13.ini;com.uj.atm.common.DummySample;379;OK;27;cpFromLog;1;1;29;27;27;15;15;12;0;0;0;5;0;0;0
22_14.ini;com.uj.atm.common.Account;2911;OK;12;cpFromLog;1;1;11;11;12;5;5;7;0;0;0;5;0;0;0
22_14.ini;com.uj.atm.common.Atm;2615;OK;21;cpFromLog;1;1;17;15;21;12;12;9;0;0;0;5;0;0;0
22_14.ini;com.uj.atm.common.CreditCard;7650;OK;27;cpFromLog;1;1;29;27;27;16;16;11;0;0;0;5;0;0;0
22_14.ini;com.uj.atm.common.DummySample;375;OK;27;cpFromLog;1;1;29;27;27;16;16;11;0;0;0;5;0;0;0
22_15.ini;com.uj.atm.common.Account;2463;OK;11;cpFromLog;1;1;11;10;11;6;6;5;0;0;0;9;0;0;0
22_15.ini;com.uj.atm.common.Atm;1868;OK;11;cpFromLog;1;1;17;10;11;9;9;2;0;0;0;9;0;0;0
22_15.ini;com.uj.atm.common.CreditCard;6487;OK;27;cpFromLog;1;1;29;27;27;15;15;12;0;0;0;9;0;0;0
22_15.ini;com.uj.atm.common.DummySample;377;OK;27;cpFromLog;1;1;29;27;27;15;15;12;0;0;0;9;0;0;0
22_16.ini;com.uj.atm.common.Account;2922;OK;11;cpFromLog;1;1;11;10;11;7;7;4;0;0;0;17;0;0;0
22_16.ini;com.uj.atm.common.Atm;2008;OK;19;cpFromLog;1;1;17;12;19;7;7;12;0;0;0;17;0;0;0
22_16.ini;com.uj.atm.common.CreditCard;5008;OK;26;cpFromLog;1;1;29;21;26;6;6;20;0;0;0;17;0;0;0
22_16.ini;com.uj.atm.common.DummySample;391;OK;26;cpFromLog;1;1;29;21;26;6;6;20;0;0;0;17;0;0;0
22_17.ini;com.uj.atm.common.Account;2165;OK;12;cpFromLog;1;1;11;11;12;6;6;6;0;0;0;13;0;0;0
22_17.ini;com.uj.atm.common.Atm;399;OK;12;cpFromLog;1;1;11;11;12;6;6;6;0;0;0;13;0;0;0
22_17.ini;com.uj.atm.common.CreditCard;3095;OK;26;cpFromLog;1;1;29;20;26;6;6;20;0;0;0;13;0;0;0
22_17.ini;com.uj.atm.common.DummySample;376;OK;26;cpFromLog;1;1;29;20;26;6;6;20;0;0;0;13;0;0;0
22_18.ini;com.uj.atm.common.Account;2408;OK;12;cpFromLog;1;1;11;11;12;8;8;4;0;0;0;22;0;0;0
22_18.ini;com.uj.atm.common.Atm;2227;OK;18;cpFromLog;1;1;17;10;18;6;6;12;0;0;0;22;0;0;0
22_18.ini;com.uj.atm.common.CreditCard;4593;OK;26;cpFromLog;1;1;29;23;26;6;6;20;0;0;0;22;0;0;0
22_18.ini;com.uj.atm.common.DummySample;402;OK;26;cpFromLog;1;1;29;23;26;6;6;20;0;0;0;22;0;0;0
22_19.ini;com.uj.atm.common.Account;1490;OK;11;cpFromLog;1;1;11;10;11;7;7;4;0;0;0;30;0;0;0
22_19.ini;com.uj.atm.common.Atm;927;OK;2;cpFromLog;1;1;17;5;2;2;2;0;0;0;0;30;0;0;0
22_19.ini;com.uj.atm.common.CreditCard;3750;OK;24;cpFromLog;1;1;29;19;24;10;10;14;0;0;0;30;0;0;0
22_19.ini;com.uj.atm.common.DummySample;399;OK;24;cpFromLog;1;1;29;19;24;10;10;14;0;0;0;30;0;0;0
22_2.ini;com.uj.atm.common.Account;1582;OK;11;cpFromLog;1;1;11;10;11;6;6;5;0;0;0;33;0;0;0
22_2.ini;com.uj.atm.common.Atm;1403;OK;10;cpFromLog;1;1;17;8;10;2;2;8;0;0;0;33;0;0;0
22_2.ini;com.uj.atm.common.CreditCard;3085;OK;23;cpFromLog;1;1;29;19;23;3;3;20;0;0;0;33;0;0;0
22_2.ini;com.uj.atm.common.DummySample;400;OK;23;cpFromLog;1;1;29;19;23;3;3;20;0;0;0;33;0;0;0
22_20.ini;com.uj.atm.common.Account;3013;OK;12;cpFromLog;1;1;11;11;12;10;10;2;0;0;0;12;0;0;0
22_20.ini;com.uj.atm.common.Atm;3493;OK;18;cpFromLog;1;1;17;15;18;13;13;5;0;0;0;12;0;0;0
22_20.ini;com.uj.atm.common.CreditCard;10740;OK;29;cpFromLog;1;1;29;29;29;7;7;22;0;0;0;12;0;0;0
22_20.ini;com.uj.atm.common.DummySample;399;OK;29;cpFromLog;1;1;29;29;29;7;7;22;0;0;0;12;0;0;0
22_21.ini;com.uj.atm.common.Account;2539;OK;12;cpFromLog;1;1;11;11;12;10;10;2;0;0;0;13;0;0;0
22_21.ini;com.uj.atm.common.Atm;1094;OK;6;cpFromLog;1;1;17;6;6;3;3;3;0;0;0;13;0;0;0
22_21.ini;com.uj.atm.common.CreditCard;3411;OK;19;cpFromLog;1;1;29;18;19;5;5;14;0;0;0;13;0;0;0
22_21.ini;com.uj.atm.common.DummySample;383;OK;19;cpFromLog;1;1;29;18;19;5;5;14;0;0;0;13;0;0;0
22_23.ini;com.uj.atm.common.Account;1297;OK;11;cpFromLog;1;1;11;10;11;8;8;3;0;0;0;3;0;0;0
22_23.ini;com.uj.atm.common.Atm;375;OK;11;cpFromLog;1;1;11;10;11;8;8;3;0;0;0;3;0;0;0
22_23.ini;com.uj.atm.common.CreditCard;375;OK;11;cpFromLog;1;1;11;10;11;8;8;3;0;0;0;3;0;0;0
22_23.ini;com.uj.atm.common.DummySample;363;OK;11;cpFromLog;1;1;11;10;11;8;8;3;0;0;0;3;0;0;0
22_24.ini;com.uj.atm.common.Account;3873;OK;12;cpFromLog;1;1;11;11;12;7;7;5;0;0;0;22;0;0;0
22_24.ini;com.uj.atm.common.Atm;2032;OK;18;cpFromLog;1;1;17;11;18;6;6;12;0;0;0;22;0;0;0
22_24.ini;com.uj.atm.common.CreditCard;4265;OK;26;cpFromLog;1;1;29;20;26;9;9;17;0;0;0;22;0;0;0
22_24.ini;com.uj.atm.common.DummySample;403;OK;26;cpFromLog;1;1;29;20;26;9;9;17;0;0;0;22;0;0;0
22_25.ini;com.uj.atm.common.Account;2863;OK;10;cpFromLog;1;1;11;9;10;4;4;6;0;0;0;76;0;0;0
22_25.ini;com.uj.atm.common.Atm;5383;OK;19;cpFromLog;1;1;17;12;19;7;7;12;0;0;0;76;0;0;0
22_25.ini;com.uj.atm.common.CreditCard;46576;OK;21;cpFromLog;1;1;29;21;21;11;11;10;0;0;0;76;0;0;0
22_25.ini;com.uj.atm.common.DummySample;917;OK;21;cpFromLog;1;1;29;21;21;11;11;10;0;0;0;76;0;0;0
22_3.ini;com.uj.atm.common.Account;1873;OK;12;cpFromLog;1;1;11;11;12;10;10;2;0;0;0;5;0;0;0
22_3.ini;com.uj.atm.common.Atm;895;OK;3;cpFromLog;1;1;17;7;3;3;3;0;0;0;0;5;0;0;0
22_3.ini;com.uj.atm.common.CreditCard;3849;OK;29;cpFromLog;1;1;29;29;29;24;24;5;0;0;0;5;0;0;0
22_3.ini;com.uj.atm.common.DummySample;364;OK;29;cpFromLog;1;1;29;29;29;24;24;5;0;0;0;5;0;0;0
22_4.ini;com.uj.atm.common.Account;3789;OK;11;cpFromLog;1;1;11;10;11;6;6;5;0;0;0;13;0;0;0
22_4.ini;com.uj.atm.common.Atm;2639;OK;18;cpFromLog;1;1;17;15;18;16;16;2;0;0;0;13;0;0;0
22_4.ini;com.uj.atm.common.CreditCard;12758;OK;29;cpFromLog;1;1;29;29;29;8;8;21;0;0;0;13;0;0;0
