INPUT_CFG;CLASS;TIME;INFO;TEST_RAN;TEST_FOUND;TEST_RAN_PER_MUT;NUMBER_Of_FILES;NUMBER_Of_LINES;NUMBER_Of_LINES_COVERED;NUMBER_Of_MUTATIONS;NUMBER_Of_MUTATIONS_DETECTED;KILLED;SURVIVED;NO_COVERAGE;TIMED_OUT;MEMORY_ERRORRUN_ERROR;RUN_ERROR;NON_VIABLE;NOT_STARTED;STARTED
22_4.ini;com.uj.atm.common.DummySample;408;OK;29;cpFromLog;1;1;29;29;29;8;8;21;0;0;0;13;0;0;0
22_5.ini;com.uj.atm.common.Account;406;OK;29;cpFromLog;1;1;29;29;29;8;8;21;0;0;0;27;0;0;0
22_5.ini;com.uj.atm.common.Atm;406;OK;29;cpFromLog;1;1;29;29;29;8;8;21;0;0;0;27;0;0;0
22_5.ini;com.uj.atm.common.CreditCard;401;OK;29;cpFromLog;1;1;29;29;29;8;8;21;0;0;0;27;0;0;0
22_5.ini;com.uj.atm.common.DummySample;376;OK;29;cpFromLog;1;1;29;29;29;8;8;21;0;0;0;27;0;0;0
22_6.ini;com.uj.atm.common.Account;1620;OK;11;cpFromLog;1;1;11;10;11;7;7;4;0;0;0;12;0;0;0
22_6.ini;com.uj.atm.common.Atm;2034;OK;19;cpFromLog;1;1;17;12;19;7;7;12;0;0;0;12;0;0;0
22_6.ini;com.uj.atm.common.CreditCard;3617;OK;19;cpFromLog;1;1;29;18;19;8;8;11;0;0;0;12;0;0;0
22_6.ini;com.uj.atm.common.DummySample;392;OK;19;cpFromLog;1;1;29;18;19;8;8;11;0;0;0;12;0;0;0
22_7.ini;com.uj.atm.common.Account;3289;OK;11;cpFromLog;1;1;11;10;11;7;7;4;0;0;0;27;0;0;0
22_7.ini;com.uj.atm.common.Atm;2810;OK;22;cpFromLog;1;1;17;16;22;22;22;0;0;0;0;27;0;0;0
22_7.ini;com.uj.atm.common.CreditCard;9200;OK;29;cpFromLog;1;1;29;27;29;11;11;18;0;0;0;27;0;0;0
22_7.ini;com.uj.atm.common.DummySample;407;OK;29;cpFromLog;1;1;29;27;29;11;11;18;0;0;0;27;0;0;0
22_8.ini;com.uj.atm.common.Account;2270;OK;12;cpFromLog;1;1;11;11;12;5;5;7;0;0;0;10;0;0;0
22_8.ini;com.uj.atm.common.Atm;963;OK;4;cpFromLog;1;1;17;5;4;0;0;4;0;0;0;10;0;0;0
22_8.ini;com.uj.atm.common.CreditCard;1564;OK;9;cpFromLog;1;1;29;9;9;0;0;9;0;0;0;10;0;0;0
22_8.ini;com.uj.atm.common.DummySample;369;OK;9;cpFromLog;1;1;29;9;9;0;0;9;0;0;0;10;0;0;0
22_9.ini;com.uj.atm.common.Account;2824;OK;12;cpFromLog;1;1;11;11;12;8;8;4;0;0;0;5;0;0;0
22_9.ini;com.uj.atm.common.Atm;2175;OK;17;cpFromLog;1;1;17;14;17;14;14;3;0;0;0;5;0;0;0
22_9.ini;com.uj.atm.common.CreditCard;5715;OK;29;cpFromLog;1;1;29;27;29;10;10;19;0;0;0;5;0;0;0
22_9.ini;com.uj.atm.common.DummySample;378;OK;29;cpFromLog;1;1;29;27;29;10;10;19;0;0;0;5;0;0;0
23.ini;com.uj.atm.common.Account;1703;OK;12;cpFromLog;1;1;12;12;12;8;8;4;0;0;0;1;0;0;0
23.ini;com.uj.atm.common.Atm;382;OK;12;cpFromLog;1;1;12;12;12;8;8;4;0;0;0;1;0;0;0
23.ini;com.uj.atm.common.CreditCard;1778;OK;19;cpFromLog;1;1;32;30;19;19;19;0;0;0;0;1;0;0;0
23.ini;com.uj.atm.common.DummySample;355;OK;19;cpFromLog;1;1;32;30;19;19;19;0;0;0;0;1;0;0;0
23_1.ini;com.uj.atm.common.Account;1474;OK;12;cpFromLog;1;1;12;10;12;6;6;6;0;0;0;10;0;0;0
23_1.ini;com.uj.atm.common.Atm;1092;OK;6;cpFromLog;1;1;19;8;6;6;6;0;0;0;0;10;0;0;0
23_1.ini;com.uj.atm.common.CreditCard;1415;OK;11;cpFromLog;1;1;32;15;11;11;11;0;0;0;0;10;0;0;0
23_1.ini;com.uj.atm.common.DummySample;384;OK;11;cpFromLog;1;1;32;15;11;11;11;0;0;0;0;10;0;0;0
23_10.ini;com.uj.atm.common.Account;1901;OK;5;cpFromLog;1;1;12;7;5;3;3;2;0;0;0;29;0;0;0
23_10.ini;com.uj.atm.common.Atm;1404;OK;6;cpFromLog;1;1;19;9;6;5;5;1;0;0;0;29;0;0;0
23_10.ini;com.uj.atm.common.CreditCard;2796;OK;10;cpFromLog;1;1;32;17;10;5;5;5;0;0;0;29;0;0;0
23_10.ini;com.uj.atm.common.DummySample;420;OK;10;cpFromLog;1;1;32;17;10;5;5;5;0;0;0;29;0;0;0
23_11.ini;com.uj.atm.common.Account;2969;OK;12;cpFromLog;1;1;12;11;12;7;7;5;0;0;0;8;0;0;0
23_11.ini;com.uj.atm.common.Atm;2500;OK;15;cpFromLog;1;1;19;15;15;13;13;2;0;0;0;8;0;0;0
23_11.ini;com.uj.atm.common.CreditCard;4131;OK;17;cpFromLog;1;1;32;26;17;14;14;3;0;0;0;8;0;0;0
23_11.ini;com.uj.atm.common.DummySample;397;OK;17;cpFromLog;1;1;32;26;17;14;14;3;0;0;0;8;0;0;0
23_12.ini;com.uj.atm.common.Account;2943;OK;12;cpFromLog;1;1;12;11;12;8;8;4;0;0;0;8;0;0;0
23_12.ini;com.uj.atm.common.Atm;2459;OK;15;cpFromLog;1;1;19;15;15;14;14;1;0;0;0;8;0;0;0
23_12.ini;com.uj.atm.common.CreditCard;4160;OK;17;cpFromLog;1;1;32;26;17;13;13;4;0;0;0;8;0;0;0
23_12.ini;com.uj.atm.common.DummySample;384;OK;17;cpFromLog;1;1;32;26;17;13;13;4;0;0;0;8;0;0;0
23_13.ini;com.uj.atm.common.Account;3312;OK;12;cpFromLog;1;1;12;11;12;6;6;6;0;0;0;6;0;0;0
23_13.ini;com.uj.atm.common.Atm;2247;OK;15;cpFromLog;1;1;19;15;15;10;10;5;0;0;0;6;0;0;0
23_13.ini;com.uj.atm.common.CreditCard;4445;OK;18;cpFromLog;1;1;32;27;18;11;11;7;0;0;0;6;0;0;0
23_13.ini;com.uj.atm.common.DummySample;380;OK;18;cpFromLog;1;1;32;27;18;11;11;7;0;0;0;6;0;0;0
23_14.ini;com.uj.atm.common.Account;3323;OK;12;cpFromLog;1;1;12;11;12;6;6;6;0;0;0;6;0;0;0
23_14.ini;com.uj.atm.common.Atm;2228;OK;15;cpFromLog;1;1;19;15;15;10;10;5;0;0;0;6;0;0;0
23_14.ini;com.uj.atm.common.CreditCard;4442;OK;18;cpFromLog;1;1;32;27;18;9;9;9;0;0;0;6;0;0;0
23_14.ini;com.uj.atm.common.DummySample;376;OK;18;cpFromLog;1;1;32;27;18;9;9;9;0;0;0;6;0;0;0
23_15.ini;com.uj.atm.common.Account;4204;OK;12;cpFromLog;1;1;12;12;12;6;6;6;0;0;0;7;0;0;0
23_15.ini;com.uj.atm.common.Atm;2171;OK;13;cpFromLog;1;1;19;12;13;12;12;1;0;0;0;7;0;0;0
23_15.ini;com.uj.atm.common.CreditCard;4876;OK;17;cpFromLog;1;1;32;27;17;12;12;5;0;0;0;7;0;0;0
23_15.ini;com.uj.atm.common.DummySample;380;OK;17;cpFromLog;1;1;32;27;17;12;12;5;0;0;0;7;0;0;0
23_16.ini;com.uj.atm.common.Account;4608;OK;12;cpFromLog;1;1;12;11;12;6;6;6;0;0;0;11;0;0;0
23_16.ini;com.uj.atm.common.Atm;1835;OK;15;cpFromLog;1;1;19;15;15;14;14;1;0;0;0;11;0;0;0
23_16.ini;com.uj.atm.common.CreditCard;4085;OK;17;cpFromLog;1;1;32;26;17;15;15;2;0;0;0;11;0;0;0
23_16.ini;com.uj.atm.common.DummySample;393;OK;17;cpFromLog;1;1;32;26;17;15;15;2;0;0;0;11;0;0;0
23_17.ini;com.uj.atm.common.Account;3412;OK;12;cpFromLog;1;1;12;12;12;6;6;6;0;0;0;9;0;0;0
23_17.ini;com.uj.atm.common.Atm;1104;OK;6;cpFromLog;1;1;19;8;6;6;6;0;0;0;0;9;0;0;0
23_17.ini;com.uj.atm.common.CreditCard;2797;OK;19;cpFromLog;1;1;32;29;19;13;13;6;0;0;0;9;0;0;0
23_17.ini;com.uj.atm.common.DummySample;380;OK;19;cpFromLog;1;1;32;29;19;13;13;6;0;0;0;9;0;0;0
23_18.ini;com.uj.atm.common.Account;5242;OK;12;cpFromLog;1;1;12;12;12;7;7;5;0;0;0;16;0;0;0
23_18.ini;com.uj.atm.common.Atm;2716;OK;15;cpFromLog;1;1;19;15;15;11;11;4;0;0;0;16;0;0;0
23_18.ini;com.uj.atm.common.CreditCard;4419;OK;18;cpFromLog;1;1;32;28;18;13;13;5;0;0;0;16;0;0;0
23_18.ini;com.uj.atm.common.DummySample;396;OK;18;cpFromLog;1;1;32;28;18;13;13;5;0;0;0;16;0;0;0
23_19.ini;com.uj.atm.common.Account;4664;OK;12;cpFromLog;1;1;12;12;12;5;5;7;0;0;0;8;0;0;0
23_19.ini;com.uj.atm.common.Atm;2792;OK;15;cpFromLog;1;1;19;15;15;11;11;4;0;0;0;8;0;0;0
23_19.ini;com.uj.atm.common.CreditCard;4055;OK;18;cpFromLog;1;1;32;28;18;14;14;4;0;0;0;8;0;0;0
23_19.ini;com.uj.atm.common.DummySample;395;OK;18;cpFromLog;1;1;32;28;18;14;14;4;0;0;0;8;0;0;0
23_2.ini;com.uj.atm.common.Account;27167;OK;12;cpFromLog;1;1;12;11;12;5;5;7;0;0;0;15;0;0;0
23_2.ini;com.uj.atm.common.Atm;25416;OK;13;cpFromLog;1;1;19;13;13;9;9;4;0;0;0;15;0;0;0
23_2.ini;com.uj.atm.common.CreditCard;26683;OK;17;cpFromLog;1;1;32;26;17;13;13;4;0;0;0;15;0;0;0
23_2.ini;com.uj.atm.common.DummySample;22482;OK;17;cpFromLog;1;1;32;26;17;13;13;4;0;0;0;15;0;0;0
23_20.ini;com.uj.atm.common.Account;3154;OK;12;cpFromLog;1;1;12;11;12;9;9;3;0;0;0;23;0;0;0
23_20.ini;com.uj.atm.common.Atm;2363;OK;13;cpFromLog;1;1;19;13;13;10;10;3;0;0;0;23;0;0;0
23_20.ini;com.uj.atm.common.CreditCard;4657;OK;16;cpFromLog;1;1;32;25;16;10;10;6;0;0;0;23;0;0;0
23_20.ini;com.uj.atm.common.DummySample;403;OK;16;cpFromLog;1;1;32;25;16;10;10;6;0;0;0;23;0;0;0
23_21.ini;com.uj.atm.common.Account;3533;OK;12;cpFromLog;1;1;12;10;12;9;9;3;0;0;0;8;0;0;0
23_21.ini;com.uj.atm.common.Atm;1656;OK;14;cpFromLog;1;1;19;14;14;13;13;1;0;0;0;8;0;0;0
23_21.ini;com.uj.atm.common.CreditCard;2894;OK;16;cpFromLog;1;1;32;24;16;14;14;2;0;0;0;8;0;0;0
23_21.ini;com.uj.atm.common.DummySample;380;OK;16;cpFromLog;1;1;32;24;16;14;14;2;0;0;0;8;0;0;0
23_22.ini;com.uj.atm.common.Account;2372;OK;12;cpFromLog;1;1;12;11;12;6;6;6;0;0;0;19;0;0;0
23_22.ini;com.uj.atm.common.Atm;1889;OK;12;cpFromLog;1;1;19;12;12;7;7;5;0;0;0;19;0;0;0
23_22.ini;com.uj.atm.common.CreditCard;4073;OK;18;cpFromLog;1;1;32;27;18;14;14;4;0;0;0;19;0;0;0
23_22.ini;com.uj.atm.common.DummySample;390;OK;18;cpFromLog;1;1;32;27;18;14;14;4;0;0;0;19;0;0;0
23_24.ini;com.uj.atm.common.Account;5340;OK;12;cpFromLog;1;1;12;11;12;7;7;5;0;0;0;22;0;0;0
23_24.ini;com.uj.atm.common.Atm;1826;OK;14;cpFromLog;1;1;19;14;14;13;13;1;0;0;0;22;0;0;0
23_24.ini;com.uj.atm.common.CreditCard;3604;OK;18;cpFromLog;1;1;32;27;18;16;16;2;0;0;0;22;0;0;0
23_24.ini;com.uj.atm.common.DummySample;401;OK;18;cpFromLog;1;1;32;27;18;16;16;2;0;0;0;22;0;0;0
23_25.ini;com.uj.atm.common.Account;2974;OK;10;cpFromLog;1;1;12;9;10;4;4;6;0;0;0;14;0;0;0
23_25.ini;com.uj.atm.common.Atm;5551;OK;11;cpFromLog;1;1;19;10;11;7;7;4;0;0;0;14;0;0;0
23_25.ini;com.uj.atm.common.CreditCard;34511;OK;15;cpFromLog;1;1;32;25;15;14;14;1;0;0;0;14;0;0;0
23_25.ini;com.uj.atm.common.DummySample;920;OK;15;cpFromLog;1;1;32;25;15;14;14;1;0;0;0;14;0;0;0
23_3.ini;com.uj.atm.common.Account;1578;OK;12;cpFromLog;1;1;12;11;12;8;8;4;0;0;0;7;0;0;0
23_3.ini;com.uj.atm.common.Atm;1098;OK;6;cpFromLog;1;1;19;8;6;6;6;0;0;0;0;7;0;0;0
23_3.ini;com.uj.atm.common.CreditCard;2300;OK;16;cpFromLog;1;1;32;25;16;15;15;1;0;0;0;7;0;0;0
23_3.ini;com.uj.atm.common.DummySample;365;OK;16;cpFromLog;1;1;32;25;16;15;15;1;0;0;0;7;0;0;0
23_4.ini;com.uj.atm.common.Account;4836;OK;12;cpFromLog;1;1;12;11;12;6;6;6;0;0;0;13;0;0;0
23_4.ini;com.uj.atm.common.Atm;2366;OK;15;cpFromLog;1;1;19;15;15;10;10;5;0;0;0;13;0;0;0
23_4.ini;com.uj.atm.common.CreditCard;6639;OK;17;cpFromLog;1;1;32;26;17;13;13;4;0;0;0;13;0;0;0
23_4.ini;com.uj.atm.common.DummySample;408;OK;17;cpFromLog;1;1;32;26;17;13;13;4;0;0;0;13;0;0;0
23_5.ini;com.uj.atm.common.Account;410;OK;17;cpFromLog;1;1;32;26;17;13;13;4;0;0;0;27;0;0;0
23_5.ini;com.uj.atm.common.Atm;400;OK;17;cpFromLog;1;1;32;26;17;13;13;4;0;0;0;27;0;0;0
23_5.ini;com.uj.atm.common.CreditCard;401;OK;17;cpFromLog;1;1;32;26;17;13;13;4;0;0;0;27;0;0;0
23_5.ini;com.uj.atm.common.DummySample;377;OK;17;cpFromLog;1;1;32;26;17;13;13;4;0;0;0;27;0;0;0
23_6.ini;com.uj.atm.common.Account;2497;OK;12;cpFromLog;1;1;12;11;12;7;7;5;0;0;0;13;0;0;0
23_6.ini;com.uj.atm.common.Atm;1791;OK;13;cpFromLog;1;1;19;13;13;9;9;4;0;0;0;13;0;0;0
23_6.ini;com.uj.atm.common.CreditCard;3073;OK;18;cpFromLog;1;1;32;27;18;15;15;3;0;0;0;13;0;0;0
23_6.ini;com.uj.atm.common.DummySample;401;OK;18;cpFromLog;1;1;32;27;18;15;15;3;0;0;0;13;0;0;0
23_7.ini;com.uj.atm.common.Account;3893;OK;12;cpFromLog;1;1;12;12;12;8;8;4;0;0;0;25;0;0;0
23_7.ini;com.uj.atm.common.Atm;2485;OK;15;cpFromLog;1;1;19;18;15;13;13;2;0;0;0;25;0;0;0
23_7.ini;com.uj.atm.common.CreditCard;4653;OK;18;cpFromLog;1;1;32;28;18;14;14;4;0;0;0;25;0;0;0
23_7.ini;com.uj.atm.common.DummySample;408;OK;18;cpFromLog;1;1;32;28;18;14;14;4;0;0;0;25;0;0;0
23_8.ini;com.uj.atm.common.Account;4180;OK;12;cpFromLog;1;1;12;11;12;6;6;6;0;0;0;1;0;0;0
23_8.ini;com.uj.atm.common.Atm;1637;OK;13;cpFromLog;1;1;19;13;13;8;8;5;0;0;0;1;0;0;0
23_8.ini;com.uj.atm.common.CreditCard;2446;OK;12;cpFromLog;1;1;32;20;12;11;11;1;0;0;0;1;0;0;0
23_8.ini;com.uj.atm.common.DummySample;368;OK;12;cpFromLog;1;1;32;20;12;11;11;1;0;0;0;1;0;0;0
23_9.ini;com.uj.atm.common.Account;2668;OK;12;cpFromLog;1;1;12;11;12;8;8;4;0;0;0;4;0;0;0
23_9.ini;com.uj.atm.common.Atm;2061;OK;12;cpFromLog;1;1;19;11;12;11;11;1;0;0;0;4;0;0;0
23_9.ini;com.uj.atm.common.CreditCard;3767;OK;17;cpFromLog;1;1;32;26;17;14;14;3;0;0;0;4;0;0;0
23_9.ini;com.uj.atm.common.DummySample;380;OK;17;cpFromLog;1;1;32;26;17;14;14;3;0;0;0;4;0;0;0
24.ini;com.uj.atm.common.Account;5586;OK;8;cpFromLog;1;1;9;9;8;3;3;5;0;0;0;0;0;0;0
24.ini;com.uj.atm.common.Atm;2889;OK;21;cpFromLog;1;1;23;23;21;21;21;0;0;0;0;0;0;0;0
24.ini;com.uj.atm.common.CreditCard;7590;OK;37;cpFromLog;1;1;37;34;37;23;23;14;0;0;0;0;0;0;0
24.ini;com.uj.atm.common.DummySample;395;OK;37;cpFromLog;1;1;37;34;37;23;23;14;0;0;0;0;0;0;0
24_1.ini;com.uj.atm.common.Account;1245;OK;8;cpFromLog;1;1;9;9;8;4;4;4;0;0;0;12;0;0;0
24_1.ini;com.uj.atm.common.Atm;990;OK;4;cpFromLog;1;1;23;6;4;4;4;0;0;0;0;12;0;0;0
24_1.ini;com.uj.atm.common.CreditCard;1667;OK;15;cpFromLog;1;1;37;13;15;12;12;3;0;0;0;12;0;0;0
24_1.ini;com.uj.atm.common.DummySample;378;OK;15;cpFromLog;1;1;37;13;15;12;12;3;0;0;0;12;0;0;0
24_10.ini;com.uj.atm.common.Account;1539;OK;3;cpFromLog;1;1;9;6;3;2;2;1;0;0;0;28;0;0;0
24_10.ini;com.uj.atm.common.Atm;1562;OK;7;cpFromLog;1;1;23;8;7;5;5;2;0;0;0;28;0;0;0
24_10.ini;com.uj.atm.common.CreditCard;4627;OK;24;cpFromLog;1;1;37;25;24;10;10;14;0;0;0;28;0;0;0
24_10.ini;com.uj.atm.common.DummySample;421;OK;24;cpFromLog;1;1;37;25;24;10;10;14;0;0;0;28;0;0;0
24_11.ini;com.uj.atm.common.Account;2650;OK;8;cpFromLog;1;1;9;9;8;6;6;2;0;0;0;3;0;0;0
24_11.ini;com.uj.atm.common.Atm;2917;OK;17;cpFromLog;1;1;23;19;17;13;13;4;0;0;0;3;0;0;0
24_11.ini;com.uj.atm.common.CreditCard;9240;OK;36;cpFromLog;1;1;37;33;36;24;24;12;0;0;0;3;0;0;0
24_11.ini;com.uj.atm.common.DummySample;381;OK;36;cpFromLog;1;1;37;33;36;24;24;12;0;0;0;3;0;0;0
24_12.ini;com.uj.atm.common.Account;2691;OK;8;cpFromLog;1;1;9;9;8;6;6;2;0;0;0;3;0;0;0
24_12.ini;com.uj.atm.common.Atm;2897;OK;17;cpFromLog;1;1;23;19;17;13;13;4;0;0;0;3;0;0;0
24_12.ini;com.uj.atm.common.CreditCard;9235;OK;36;cpFromLog;1;1;37;33;36;23;23;13;0;0;0;3;0;0;0
24_12.ini;com.uj.atm.common.DummySample;385;OK;36;cpFromLog;1;1;37;33;36;23;23;13;0;0;0;3;0;0;0
24_13.ini;com.uj.atm.common.Account;3059;OK;8;cpFromLog;1;1;9;9;8;4;4;4;0;0;0;2;0;0;0
24_13.ini;com.uj.atm.common.Atm;2515;OK;16;cpFromLog;1;1;23;18;16;9;9;7;0;0;0;2;0;0;0
24_13.ini;com.uj.atm.common.CreditCard;9718;OK;35;cpFromLog;1;1;37;33;35;16;16;19;0;0;0;2;0;0;0
24_13.ini;com.uj.atm.common.DummySample;379;OK;35;cpFromLog;1;1;37;33;35;16;16;19;0;0;0;2;0;0;0
24_14.ini;com.uj.atm.common.Account;3119;OK;8;cpFromLog;1;1;9;9;8;4;4;4;0;0;0;2;0;0;0
24_14.ini;com.uj.atm.common.Atm;2490;OK;16;cpFromLog;1;1;23;18;16;9;9;7;0;0;0;2;0;0;0
24_14.ini;com.uj.atm.common.CreditCard;9843;OK;35;cpFromLog;1;1;37;33;35;16;16;19;0;0;0;2;0;0;0
24_14.ini;com.uj.atm.common.DummySample;380;OK;35;cpFromLog;1;1;37;33;35;16;16;19;0;0;0;2;0;0;0
24_15.ini;com.uj.atm.common.Account;2653;OK;8;cpFromLog;1;1;9;9;8;4;4;4;0;0;0;7;0;0;0
24_15.ini;com.uj.atm.common.Atm;2237;OK;14;cpFromLog;1;1;23;16;14;13;13;1;0;0;0;7;0;0;0
24_15.ini;com.uj.atm.common.CreditCard;9312;OK;34;cpFromLog;1;1;37;32;34;23;23;11;0;0;0;7;0;0;0
24_15.ini;com.uj.atm.common.DummySample;382;OK;34;cpFromLog;1;1;37;32;34;23;23;11;0;0;0;7;0;0;0
24_16.ini;com.uj.atm.common.Account;3882;OK;8;cpFromLog;1;1;9;9;8;5;5;3;0;0;0;5;0;0;0
24_16.ini;com.uj.atm.common.Atm;2186;OK;18;cpFromLog;1;1;23;20;18;14;14;4;0;0;0;5;0;0;0
24_16.ini;com.uj.atm.common.CreditCard;9598;OK;37;cpFromLog;1;1;37;34;37;21;21;16;0;0;0;5;0;0;0
24_16.ini;com.uj.atm.common.DummySample;398;OK;37;cpFromLog;1;1;37;34;37;21;21;16;0;0;0;5;0;0;0
24_17.ini;com.uj.atm.common.Account;3119;OK;8;cpFromLog;1;1;9;9;8;4;4;4;0;0;0;6;0;0;0
24_17.ini;com.uj.atm.common.Atm;1415;OK;11;cpFromLog;1;1;23;14;11;11;11;0;0;0;0;6;0;0;0
24_17.ini;com.uj.atm.common.CreditCard;5378;OK;37;cpFromLog;1;1;37;34;37;23;23;14;0;0;0;6;0;0;0
24_17.ini;com.uj.atm.common.DummySample;379;OK;37;cpFromLog;1;1;37;34;37;23;23;14;0;0;0;6;0;0;0
24_18.ini;com.uj.atm.common.Account;3695;OK;8;cpFromLog;1;1;9;9;8;5;5;3;0;0;0;10;0;0;0
24_18.ini;com.uj.atm.common.Atm;3184;OK;20;cpFromLog;1;1;23;22;20;17;17;3;0;0;0;10;0;0;0
24_18.ini;com.uj.atm.common.CreditCard;8056;OK;36;cpFromLog;1;1;37;33;36;24;24;12;0;0;0;10;0;0;0
24_18.ini;com.uj.atm.common.DummySample;394;OK;36;cpFromLog;1;1;37;33;36;24;24;12;0;0;0;10;0;0;0
24_19.ini;com.uj.atm.common.Account;3112;OK;8;cpFromLog;1;1;9;9;8;5;5;3;0;0;0;11;0;0;0
24_19.ini;com.uj.atm.common.Atm;2705;OK;14;cpFromLog;1;1;23;16;14;6;6;8;0;0;0;11;0;0;0
24_19.ini;com.uj.atm.common.CreditCard;6894;OK;37;cpFromLog;1;1;37;34;37;21;21;16;0;0;0;11;0;0;0
24_19.ini;com.uj.atm.common.DummySample;395;OK;37;cpFromLog;1;1;37;34;37;21;21;16;0;0;0;11;0;0;0
24_2.ini;com.uj.atm.common.Account;26121;OK;8;cpFromLog;1;1;9;9;8;5;5;3;0;0;0;12;0;0;0
24_2.ini;com.uj.atm.common.Atm;25416;OK;14;cpFromLog;1;1;23;16;14;11;11;3;0;0;0;12;0;0;0
24_2.ini;com.uj.atm.common.CreditCard;31641;OK;38;cpFromLog;1;1;37;35;38;24;24;14;0;0;0;12;0;0;0
24_2.ini;com.uj.atm.common.DummySample;22470;OK;38;cpFromLog;1;1;37;35;38;24;24;14;0;0;0;12;0;0;0
24_20.ini;com.uj.atm.common.Account;2632;OK;8;cpFromLog;1;1;9;9;8;6;6;2;0;0;0;16;0;0;0
24_20.ini;com.uj.atm.common.Atm;3012;OK;16;cpFromLog;1;1;23;18;16;14;14;2;0;0;0;16;0;0;0
24_20.ini;com.uj.atm.common.CreditCard;10766;OK;36;cpFromLog;1;1;37;33;36;22;22;14;0;0;0;16;0;0;0
24_20.ini;com.uj.atm.common.DummySample;400;OK;36;cpFromLog;1;1;37;33;36;22;22;14;0;0;0;16;0;0;0
24_21.ini;com.uj.atm.common.Account;3245;OK;8;cpFromLog;1;1;9;9;8;7;7;1;0;0;0;6;0;0;0
24_21.ini;com.uj.atm.common.Atm;1762;OK;15;cpFromLog;1;1;23;17;15;12;12;3;0;0;0;6;0;0;0
24_21.ini;com.uj.atm.common.CreditCard;6064;OK;35;cpFromLog;1;1;37;32;35;23;23;12;0;0;0;6;0;0;0
24_21.ini;com.uj.atm.common.DummySample;379;OK;35;cpFromLog;1;1;37;32;35;23;23;12;0;0;0;6;0;0;0
24_22.ini;com.uj.atm.common.Account;2475;OK;8;cpFromLog;1;1;9;9;8;5;5;3;0;0;0;6;0;0;0
24_22.ini;com.uj.atm.common.Atm;3825;OK;17;cpFromLog;1;1;23;19;17;6;6;11;0;0;0;6;0;0;0
24_22.ini;com.uj.atm.common.CreditCard;12840;OK;37;cpFromLog;1;1;37;35;37;23;23;14;0;0;0;6;0;0;0
24_22.ini;com.uj.atm.common.DummySample;388;OK;37;cpFromLog;1;1;37;35;37;23;23;14;0;0;0;6;0;0;0
24_23.ini;com.uj.atm.common.Account;1214;OK;8;cpFromLog;1;1;9;9;8;6;6;2;0;0;0;3;0;0;0
24_23.ini;com.uj.atm.common.Atm;380;OK;8;cpFromLog;1;1;9;9;8;6;6;2;0;0;0;3;0;0;0
24_23.ini;com.uj.atm.common.CreditCard;378;OK;8;cpFromLog;1;1;9;9;8;6;6;2;0;0;0;3;0;0;0
24_23.ini;com.uj.atm.common.DummySample;357;OK;8;cpFromLog;1;1;9;9;8;6;6;2;0;0;0;3;0;0;0
24_25.ini;com.uj.atm.common.Account;2751;OK;8;cpFromLog;1;1;9;9;8;5;5;3;0;0;0;20;0;0;0
24_25.ini;com.uj.atm.common.Atm;5949;OK;13;cpFromLog;1;1;23;14;13;7;7;6;0;0;0;20;0;0;0
24_25.ini;com.uj.atm.common.CreditCard;85748;OK;34;cpFromLog;1;1;37;31;34;23;23;11;0;0;0;20;0;0;0
24_25.ini;com.uj.atm.common.DummySample;949;OK;34;cpFromLog;1;1;37;31;34;23;23;11;0;0;0;20;0;0;0
24_3.ini;com.uj.atm.common.Account;2212;OK;8;cpFromLog;1;1;9;9;8;8;8;0;0;0;0;1;0;0;0
24_3.ini;com.uj.atm.common.Atm;1687;OK;13;cpFromLog;1;1;23;16;13;12;12;1;0;0;0;1;0;0;0
24_3.ini;com.uj.atm.common.CreditCard;6843;OK;37;cpFromLog;1;1;37;34;37;27;27;10;0;0;0;1;0;0;0
24_3.ini;com.uj.atm.common.DummySample;373;OK;37;cpFromLog;1;1;37;34;37;27;27;10;0;0;0;1;0;0;0
24_4.ini;com.uj.atm.common.Account;3771;OK;8;cpFromLog;1;1;9;9;8;4;4;4;0;0;0;7;0;0;0
24_4.ini;com.uj.atm.common.Atm;2732;OK;16;cpFromLog;1;1;23;18;16;15;15;1;0;0;0;7;0;0;0
24_4.ini;com.uj.atm.common.CreditCard;16373;OK;35;cpFromLog;1;1;37;33;35;22;22;13;0;0;0;7;0;0;0
24_4.ini;com.uj.atm.common.DummySample;411;OK;35;cpFromLog;1;1;37;33;35;22;22;13;0;0;0;7;0;0;0
24_5.ini;com.uj.atm.common.Account;405;OK;35;cpFromLog;1;1;37;33;35;22;22;13;0;0;0;27;0;0;0
24_5.ini;com.uj.atm.common.Atm;401;OK;35;cpFromLog;1;1;37;33;35;22;22;13;0;0;0;27;0;0;0
24_5.ini;com.uj.atm.common.CreditCard;403;OK;35;cpFromLog;1;1;37;33;35;22;22;13;0;0;0;27;0;0;0
24_5.ini;com.uj.atm.common.DummySample;377;OK;35;cpFromLog;1;1;37;33;35;22;22;13;0;0;0;27;0;0;0
24_6.ini;com.uj.atm.common.Account;2105;OK;8;cpFromLog;1;1;9;9;8;5;5;3;0;0;0;9;0;0;0
24_6.ini;com.uj.atm.common.Atm;2112;OK;17;cpFromLog;1;1;23;19;17;12;12;5;0;0;0;9;0;0;0
24_6.ini;com.uj.atm.common.CreditCard;6761;OK;37;cpFromLog;1;1;37;34;37;24;24;13;0;0;0;9;0;0;0
